time,power_imbalance
0,24.992340558993295
1,27.399099185336652
2,22.70543348471268
3,33.20655924790626
4,29.649814011537448
5,19.764811885394405
6,22.766343791518025
7,29.2913549165188
8,38.739105574526995
9,127.71023108142083
10,45.52069905621617
11,53.68497263489111
12,54.37398122096701
13,60.7584685456465
14,57.73621326317433
15,64.03276197568985
16,126.93116780885654
17,126.93116780885654
18,125.28320623752073
19,54.29021634811029
20,54.29021634811029
21,54.95642389300706
22,53.35946432127654
23,70.95742016248269
24,64.85670493893538
25,70.20105126178267
26,67.60615668552661
27,67.60615668552661
28,74.02574086709315
29,75.16006106908327
30,62.96009298897317
31,64.66112161721318
32,64.7632620095996
33,66.19605695231908
34,64.55693861051232
35,60.524825194619424
36,60.906302099340245
37,61.17979647540751
38,61.17979647540751
39,58.04204554677
40,58.44865957561212
41,51.0778649359971
42,51.667342783589135
43,57.215401655124055
44,58.6479661964847
45,59.825962255417544
46,66.17163923842105
47,66.17163923842105
48,69.42900203901681
49,66.41913735328717
50,57.83170286962317
51,50.767976961502654
52,48.50547961130798
53,48.71732321383264
54,57.727157402063874
55,53.051965243764634
56,54.561103081707145
57,48.40230446552251
58,35.547448243355326
59,38.38038882096779
60,19.32014935060784
61,5.79355370822538
62,11.114973979629234
63,32.93432548458595
64,13.255600711635923
65,20.383658875125825
66,32.83863031880579
67,38.46104606583795
68,34.858669136666514
69,30.111017891222165
70,39.73267769719305
71,32.33150994526845
72,32.24527814014952
73,27.82176875403029
74,27.82176875403029
75,17.60776554141298
76,12.741454863001003
77,17.800552091180577
78,9.284286431190996
79,12.284109882347613
80,18.700421674370453
81,30.22619434171765
82,28.771686438134353
83,40.139222873655385
84,27.166557337443876
85,36.17595210236262
86,39.52147634328254
87,45.355839676673234
88,52.36667220214902
89,52.36667220214902
90,66.91488338784805
91,76.78925280434677
92,76.78925280434677
93,75.02009847462853
94,77.24815050123908
95,73.89448799663077
96,76.09764063378022
97,87.65198880521636
98,103.07360684821518
99,113.09820660647948
100,105.47620224037989
101,71.14759118368713
102,79.01784449426506
103,77.71289577705281
104,78.11731220343404
105,68.13358105613462
106,59.78788643277832
107,53.712710732203206
108,56.93978622683434
109,40.10712298185196
110,58.47570066207647
111,57.3545709675748
112,62.756818263813706
113,55.92649166251794
114,48.884687846022366
115,48.76524947227085
116,56.23054508340925
117,48.497800241757915
118,51.50919471304907
119,42.62579429202239
120,16.259218985849643
121,14.772132512749637
122,33.65735108339507
123,43.47092316698578
124,43.47092316698578
125,38.152192688257976
126,38.152192688257976
127,38.152192688257976
128,36.82597851793852
129,17.52074027958284
130,18.254811266242395
131,14.36084079307062
132,22.537473418083195
133,11.694751159283104
134,10.140656070550197
135,10.140656070550197
136,10.346501416931277
137,17.050871120063547
138,7.298331859406591
139,7.266550441792757
140,4.840344439794157
141,12.539149596043119
142,12.165381616196417
143,8.996755575738367
144,10.358253286727495
145,23.668278828458984
146,33.938564676961754
147,24.92914897148202
148,30.961782339776093
149,25.31850018045806
150,32.31170199149739
151,25.055568903556193
152,37.80901464527838
153,39.33826162807426
154,39.33826162807426
155,44.05885216046106
156,50.39187091659072
157,56.13745746250821
158,56.13745746250821
159,40.19979063196799
160,51.90152581180443
161,36.040086655107544
162,45.77702427986717
163,44.9935000256509
164,41.320031696550416
165,46.943623631052965
166,37.90997539101585
167,44.487573360102104
168,49.366183015504994
169,52.39919361866444
170,45.65209026966592
171,48.23415031656358
172,49.52408214809115
173,49.559642901341235
174,43.14425907006204
175,55.953201993760494
176,48.568628276486244
177,55.329253383242445
178,52.63003801658947
179,58.61197261336955
180,52.02260425101885
181,69.98230730529396
182,62.286095765030275
183,57.27093398952061
184,50.84748332269609
185,54.76783250065953
186,57.1638549605196
187,47.01309240217608
188,67.90149619848366
189,72.12147524293033
190,77.26984790522812
191,83.76748258782077
192,83.76748258782077
193,104.84516527468352
194,102.96726867805772
195,91.50147454037952
196,91.31190128623844
197,70.06604482756855
198,75.94696700676133
199,75.22113566909606
200,78.5204463495872
201,71.83312591258584
202,73.63403922303492
203,80.13847790777483
204,51.80701791530589
205,46.45635920366636
206,112.82764648189159
207,116.17929190149742
208,118.34557335198154
209,116.07946803636113
210,108.86927419284687
211,113.84901425087803
212,119.42424610213789
213,116.74276143257393
214,113.57725844814755
215,117.52676073002048
216,118.27654610913568
217,122.34769480547342
218,116.97866657537297
219,118.17142857232197
220,115.75180280244075
221,108.89285419173767
222,101.07015767299387
223,103.55112743893667
224,102.91110916983416
225,108.84011799426253
226,31.490544758761576
227,39.64528107963354
228,43.13055391570167
229,44.297517628682236
230,48.40174428536533
231,52.757266202688356
232,58.376273659697326
233,68.79024384347026
234,60.64843241541448
235,45.61952321330252
236,36.326871555822564
237,34.899082382505895
238,51.981233423749714
239,57.24770962709652
240,60.778274925976156
241,62.981211511269755
242,58.32988765262315
243,57.89444453088966
244,58.73804863131341
245,46.47618928567189
246,57.892025838463596
247,53.757292488888986
248,53.104976779452336
249,53.104976779452336
250,52.4478296578194
251,56.905175660456905
252,63.08267621433092
253,49.72233553120239
254,42.353991974428446
255,33.2097849852078
256,40.48537435703526
257,28.253215208032053
258,28.253215208032053
259,18.84158287536824
260,19.89123347939765
261,23.955419314900993
262,25.488669157454808
263,31.486647704060175
264,47.54435646061822
265,61.780604712237974
266,70.6697802778818
267,73.27343671858998
268,77.18364039225793
269,71.86520051556487
270,90.12287772940405
271,72.3230810848563
272,61.74864809688184
273,62.107194105104895
274,54.16588737327311
275,53.31157936560559
276,55.70491699027727
277,69.02014641251682
278,53.61996471551292
279,49.20297642101534
280,49.20297642101534
281,43.331766006094746
282,40.00321845200131
283,22.93246704597052
284,19.807805347437114
285,19.807805347437114
286,12.690430904992581
287,10.943405250941671
288,23.577008409400857
289,20.738873196565198
290,26.022911277708396
291,34.504281910123915
292,29.052104140833574
293,30.545202319554072
294,40.592740789492524
295,40.50250377998681
296,41.78866433379189
297,44.75218451151463
298,46.05640067261744
299,52.83285733579042
300,63.60674278661197
301,66.23439963469565
302,65.59109892725523
303,72.78974172260183
304,75.81329834544083
305,73.44283115989509
306,53.5954006000871
307,48.70128778769941
308,43.88844870296462
309,37.70932651191923
310,24.985842152743555
311,29.352938901485388
312,27.586240877160083
313,26.099465467693623
314,39.959725912656516
315,36.339093438246024
316,41.0790993570258
317,36.139167471940866
318,23.54178063591043
319,16.314458357765
320,3.084427694525271
321,3.084427694525271
322,2.7656857081899746
323,7.870983886348829
324,18.353984707217585
325,31.36914042723637
326,103.24708083044314
327,96.54342139493248
328,83.05747155799949
329,38.456504976493
330,40.94705243779036
331,46.63537581872028
332,39.97411966290504
333,111.28295007286297
334,121.8946494129174
335,127.6462753895654
336,61.21572391483132
337,70.00767569208375
338,74.00108262580275
339,80.29859634469624
340,85.83065698933487
341,86.86494304050244
342,92.5667411705583
343,90.6334046268725
344,95.98955822816414
345,92.73461044026888
346,86.2823268169433
347,89.5846375431877
348,94.23300898093099
349,85.11090515483257
350,83.56799583989178
351,83.92049428794927
352,71.20456355655625
353,76.99904746647071
354,26.4839067617409
355,27.040378801211574
356,17.33809060600384
357,109.44653514122315
358,87.30650533932862
359,76.09431495722131
360,88.71917699330716
361,83.61304476580648
362,82.95052845295574
363,17.246061183386193
364,13.775911546845196
365,8.494283831400276
366,9.144118711317963
367,10.082207743450363
368,12.90263959560316
369,3.2134183804989576
370,20.936567172861817
371,19.283419679621794
372,19.080307597704913
373,20.732913996508465
374,24.98111117588082
375,42.324334856802025
376,53.754467919887766
377,42.37377241273918
378,40.61302056379673
379,35.081457809549384
380,29.178732317892816
381,36.64469972722537
382,42.73806296862556
383,50.314201358792864
384,48.46754464053717
385,57.3664990180565
386,10.966566408579977
387,44.078979570059836
388,41.90660015395184
389,37.74752845192887
390,35.0852336016613
391,27.268407832755248
392,20.36858216245486
393,4.857623470377105
394,15.4673962018555
395,16.253352373631582
396,87.77746064231229
397,92.92045421953686
398,101.27005878508535
399,101.8689370807096
400,98.01323184558305
401,91.22691440622084
402,89.31189955152534
403,96.9729003434478
404,96.74391400331959
405,96.36989372292896
406,94.92034073211263
407,96.15141441605515
408,93.77224275324102
409,141.2434144451477
410,147.15935854042488
411,142.1529823811292
412,108.29333299049361
413,109.71388755854262
414,150.81577896566222
415,109.66228414111619
416,151.14478504929036
417,133.25776559967244
418,133.65716880412973
419,63.93761080938106
420,49.570231912189826
421,61.408174729019535
422,60.25956373127838
423,63.229390382742594
424,31.0705761695128
425,29.952807431472596
426,116.05999355916322
427,123.88334548371068
428,121.31778099812743
429,109.15892783208287
430,107.11610294327171
431,104.82826659100444
432,49.4849027454469
433,48.733546336562
434,78.86663632604339
435,87.13200663033413
436,85.78430978496002
437,88.86903369764335
438,122.46195591615572
439,155.47713358246676
440,148.1316016508646
441,83.90082906924289
442,94.8664564277137
