time,voltage
0,252.03799608570318
1,252.02785997938278
2,252.03851371802227
3,252.05778602073394
4,252.06702423109857
5,252.03713471218245
6,252.04336019338706
7,252.05516761253745
8,252.06807355189778
9,252.1155116241763
10,252.09304253841046
11,252.1088076227633
12,252.1073227613871
13,252.11794457946
14,252.1128464301151
15,252.12225074723764
16,252.24551423429395
17,252.24551423429395
18,252.23996834649077
19,252.10184615060106
20,252.10184615060106
21,252.10295057731466
22,252.10909714404
23,252.16631347381016
24,252.1199611394711
25,252.13003386321222
26,252.1245990119352
27,252.1245990119352
28,252.14403973710077
29,252.13625537614487
30,252.11687462145045
31,252.12613644411866
32,252.1259137696276
33,252.12855026984587
34,252.124966341031
35,252.10234036632943
36,252.10889470572232
37,252.1104273184818
38,252.1104273184818
39,252.1051762801837
40,252.1055522323019
41,252.08950162865398
42,252.08894594428295
43,252.09472244891987
44,252.10446991259147
45,252.09859241472012
46,252.12863470144205
47,252.12863470144205
48,252.1364758749209
49,252.11356072121714
50,252.08028405890195
51,252.04470105585432
52,252.0401737351236
53,252.02241289469418
54,252.03988570777534
55,252.02591819113462
56,252.0270024331448
57,251.99554202338464
58,251.93034783332783
59,251.93834629075823
60,251.87581006475017
61,251.80150064687447
62,251.78962654590754
63,251.69486706921109
64,251.74828292164455
65,251.7332123862911
66,251.71265914512807
67,251.67614670026373
68,251.7013963304661
69,251.73313447812365
70,251.72075842409146
71,251.76514438942897
72,251.74375796611696
73,251.74087297098268
74,251.74087297098268
75,251.8149290694444
76,251.84583137892508
77,251.75861599259332
78,251.80411805288864
79,251.80752479443925
80,251.81010263106486
81,251.87858150007992
82,251.8776586414128
83,251.93238172832108
84,251.87939421213636
85,251.91227458010087
86,251.86601783852583
87,251.86991649355346
88,251.85036724524883
89,251.85036724524883
90,251.84689153737722
91,251.844737807215
92,251.844737807215
93,251.84322545071282
94,251.89042858783654
95,251.88763883364456
96,251.80391563945406
97,251.86514976304127
98,251.8670762942066
99,251.91066531081566
100,251.9039437951049
101,251.93943332070575
102,251.95770441341716
103,251.95541916680642
104,251.9557208143326
105,251.95641135124117
106,251.9504191383375
107,251.9962551534012
108,252.00316958484672
109,251.99413792873457
110,252.02370119758186
111,252.0231030765186
112,252.02520016698205
113,252.0215096420187
114,251.9934788564309
115,251.99458388089323
116,252.04633175158563
117,252.03409623085398
118,252.04077937946053
119,252.00529805394956
120,252.002633656688
121,251.9466220284427
122,251.95407055786197
123,251.970706357923
124,251.970706357923
125,251.98885874419753
126,251.98885874419753
127,251.98885874419753
128,252.0048242589151
129,251.91659300494717
130,251.92072022965135
131,251.8735588895643
132,251.91391394257997
133,251.8807909955907
134,251.88476519327784
135,251.88476519327784
136,251.88168803571182
137,251.91731288904938
138,251.88555446028792
139,251.8632871975027
140,251.9049865324035
141,251.92293691950172
142,251.93823249908
143,251.89382572649353
144,251.84010105623162
145,251.79670367695198
146,251.70873234679897
147,251.72774307845924
148,251.68364385129127
149,251.7185310631318
150,251.70360200131566
151,251.75236766977915
152,251.71028834744268
153,251.77592356558472
154,251.77592356558472
155,251.78992988172078
156,251.78903826395376
157,251.78021255973516
158,251.78021255973516
159,251.81727424494787
160,251.79956146178745
161,251.82107152584865
162,251.80578386395715
163,251.71870041535658
164,251.74737982469063
165,251.83656065910733
166,251.8196570427505
167,251.78329961285792
168,251.8191095971312
169,251.77832694374953
170,251.8590562414529
171,251.8062170908732
172,251.8051301402647
173,251.805017027991
174,251.84093700717315
175,251.84869853185873
176,251.8604127077328
177,251.8642586145438
178,251.86088223003455
179,251.85179997666427
180,251.87081262815272
181,251.85254905486877
182,251.8418610664165
183,251.8633588979083
184,251.87663103385773
185,251.96401729891136
186,251.9644514288588
187,251.968170276087
188,252.0601229829385
189,252.0961136912583
190,252.10049414874686
191,252.1151365654863
192,252.1151365654863
193,252.17158847240384
194,252.1511811658748
195,252.11441844819893
196,252.11289171667724
197,252.04197921716315
198,252.03011488343216
199,252.03477860217487
200,252.07471529950135
201,252.06311760536732
202,252.05022182695566
203,252.05340069310006
204,251.99372840431673
205,251.98180559335214
206,252.24388831955824
207,252.25647057588347
208,252.26590111525078
209,252.25603957335588
210,252.2102521558843
211,252.22369841789686
212,252.23258941888733
213,252.22273920861258
214,252.2088620581902
215,252.2158349668339
216,252.21542449489948
217,252.1750169463723
218,252.0661646842502
219,252.09234691501402
220,252.0386917843431
221,252.0433192001577
222,252.06236295492644
223,252.00690097088247
224,252.0360219565506
225,252.01324471853403
226,251.74004764781762
227,251.70660825845775
228,251.7061565380493
229,251.6936372198623
230,251.66659414374703
231,251.66365658271627
232,251.6942260099997
233,251.63368768157196
234,251.62356774473045
235,251.70831364839518
236,251.72346063038867
237,251.7292642612115
238,251.6853244495586
239,251.67650663023394
240,251.761765796107
241,251.80971832453605
242,251.8408547577715
243,251.74416853627153
244,251.7416891756973
245,251.84511883912472
246,251.84918397965484
247,251.87304895036843
248,251.84977412365032
249,251.84977412365032
250,251.82575238565974
251,251.85538230669454
252,251.88745915591366
253,251.93589830380782
254,251.9307457201198
255,251.9167532564036
256,251.92243423477092
257,251.9280596470011
258,251.9280596470011
259,251.93536648999347
260,251.96108421884105
261,251.9659731846859
262,251.97209498940248
263,251.9997387941046
264,252.02057347084678
265,252.06536865084766
266,252.07025956461226
267,252.0522909463895
268,252.0870880701065
269,252.08906425366396
270,252.13389173586114
271,252.06167718137542
272,252.0389441708055
273,252.01997001614615
274,252.02786735508383
275,252.03556346764466
276,252.03705506762452
277,252.02914059558668
278,251.98325890175002
279,251.93800447390615
280,251.93800447390615
281,251.9485791879029
282,251.93666581804072
283,251.92821631966146
284,251.8938265602315
285,251.8938265602315
286,251.88689525981465
287,251.8755627299704
288,251.8032288916333
289,251.82821729185437
290,251.77361456414098
291,251.78074209962676
292,251.81605820529654
293,251.82412291020813
294,251.8272654044993
295,251.82348397539405
296,251.77743804158115
297,251.74476541339385
298,251.705583173509
299,251.66791002037365
300,251.65082212958748
301,251.68609506667596
302,251.68756023001944
303,251.63639612341342
304,251.55039403211492
305,251.569362723514
306,251.62797052620243
307,251.6352547780911
308,251.64178913582765
309,251.66125884188347
310,251.71421360505698
311,251.70680272336847
312,251.74682625655498
313,251.7593128980506
314,251.7409517332214
315,251.76718316876824
316,251.73834547960308
317,251.74233242668598
318,251.80706012926467
319,251.81820366987105
320,251.88390777958244
