time,voltage
0,251.92959303017088
1,251.93235880372455
2,251.90142674610968
3,251.85711904426117
4,251.85086458797193
5,251.89432292892812
6,251.87404124538253
7,251.82252317451466
8,251.82792217689857
9,250.54119148249418
10,251.7059305129774
11,251.71177352588577
12,251.7402733364334
13,251.74541530086805
14,251.7432734207531
15,251.76516798612585
16,251.81925052377005
17,251.81925052377005
18,251.81691486072725
19,251.74547351301612
20,251.74547351301612
21,251.74593707507898
22,251.69281962027816
23,251.62358846686476
24,251.63928605701767
25,251.66258613346926
26,251.66237914961033
27,251.66237914961033
28,251.5741214416545
29,251.58339214818918
30,251.56588858303428
31,251.56099821641251
32,251.5652740228232
33,251.56605103859025
34,251.56505010801382
35,251.5813378035105
36,251.5405333093563
37,251.53922647777048
38,251.53922647777048
39,251.47688887790548
40,251.47798108182158
41,251.48477728816212
42,251.43624232070786
43,251.3719357574661
44,251.44649948000094
45,251.5099439722783
46,251.54560889585107
47,251.54560889585107
48,251.57578632382607
49,251.55678509706902
50,251.56604209235599
51,251.588259056071
52,251.58692903054245
53,251.61166069768035
54,251.64980028105717
55,251.44974883512654
56,251.47906808131458
57,251.48895010017495
58,251.45443137730925
59,251.45665619742607
60,251.41460601586408
61,251.5893766452827
62,251.60876222713463
63,251.64732866480992
64,251.64902910716296
65,251.6415656319326
66,251.62423421479406
67,251.72492110292723
68,251.82137294985534
69,251.9296001217701
70,251.9205227195523
71,251.88807332696263
72,251.93511730311198
73,251.9039326394496
74,251.9039326394496
75,251.879800898574
76,251.85022024246712
77,251.85283760065204
78,251.77403580467896
79,251.73393619048056
80,251.7070056668779
81,251.59783084723475
82,251.61542182094956
83,251.5680185126931
84,251.5912608960664
85,251.43064586383173
86,251.47229197296315
87,251.37190910021062
88,251.28221435279391
89,251.28221435279391
90,251.1025526083291
91,251.0364719468021
92,251.0364719468021
93,251.06512667640868
94,251.0461636585361
95,251.0734994904207
96,251.07521410395267
97,251.03138925947636
98,250.98474179182355
99,250.90924065104693
100,251.0152377237033
101,251.09780052744708
102,251.07839653507816
103,251.11954749328223
104,251.11382025477806
105,251.11551185838562
106,251.21284381965825
107,251.3360570732724
108,251.48555691635
109,251.65771039763567
110,251.60669860331362
111,251.61810583213858
112,251.59482272540131
113,251.6419661741642
114,251.65678030970886
115,251.6570560063565
116,251.5927166888623
117,251.62385998078233
118,251.5694489984476
119,251.59272322518132
120,251.81738645115163
