time,phase1,phase2,phase3
237,(2318.1898089926785+764.5759924505932j),(2550.291464295676+838.7831483867864j),(1777.101201714198+584.586372791915j)
238,(2474.4822319651826+815.6601679400795j),(2782.943023188319+915.5884641237301j),(1595.4474673071122+524.9393570851419j)
239,(2514.6233031099528+828.7036659638675j),(2783.024715154351+915.7593308146357j),(1488.0699916029682+489.6345232677261j)
240,(2834.9573966241696+933.4139468881093j),(2637.5046502905925+868.7949752515046j),(1435.661477114173+471.92661780007376j)
241,(2852.1319698172847+939.2847025681419j),(2460.613551800411+810.5772392151313j),(1435.7341208083658+471.7832511155188j)
242,(2710.0819406773317+892.9649993217199j),(2410.1673222897707+793.762265423604j),(1435.8546943184522+471.7752794513407j)
243,(2709.7872028173306+892.4449666306956j),(2769.993153231122+912.1883194559216j),(1435.6912829762396+472.05194553507306j)
244,(2610.1727061186607+859.800669095762j),(2770.0684456989125+912.0619120231954j),(1435.734075805307+472.1279723135492j)
245,(2510.8423306191003+827.7961053049113j),(2323.1884737311443+764.7518711169428j),(1526.1179984460903+501.56985969439035j)
246,(2810.647519074154+926.3576641892872j),(2323.1035210725104+764.8947413716177j),(1526.0591083203358+501.46543099474303j)
247,(3016.8650225763317+994.3340990610516j),(2322.8360349247982+764.9261753393477j),(1747.6088491622074+574.0247296676657j)
248,(3016.7791281065893+994.1818649720774j),(2409.4692636910986+793.4057859083509j),(1747.558356110319+574.1102457652144j)
249,(3016.7791281065893+994.1818649720774j),(2409.4692636910986+793.4057859083509j),(1747.558356110319+574.1102457652144j)
250,(3016.688920268276+994.0227471187495j),(2498.8683894114993+822.8543155189462j),(1747.511065926098+574.1903620083649j)
251,(3123.477004448859+1029.1454657763366j),(2386.419327812231+785.9769175182225j),(1747.5022996117686+574.0259355187902j)
252,(3284.7613915668503+1082.159208097286j),(2281.8483342502745+751.7696981639175j),(1747.4743779071525+573.7883417301778j)
253,(3163.7828690345327+1042.9664451867598j),(2142.4097563156547+705.5762299222811j),(1960.3699590796405+643.5883064547158j)
254,(2956.123015382947+974.8712511139322j),(2142.530495967913+705.3735252324022j),(1960.488919200025+643.7988990588794j)
255,(2955.8858690554057+974.9349082868656j),(2252.007569599061+741.239948268005j),(2143.170411292561+703.8715884599574j)
256,(2955.9532208864002+974.9737769370547j),(2102.755965329029+692.1621208778859j),(2003.8943657633085+658.007584914021j)
257,(2759.8111100937963+910.6797671679967j),(2102.8067660314323+691.9050314039022j),(2121.424961483837+696.7494334318433j)
258,(2759.8111100937963+910.6797671679967j),(2102.8067660314323+691.9050314039022j),(2121.424961483837+696.7494334318433j)
259,(2537.318217482859+837.7931711431103j),(2102.876867713307+691.5592175654829j),(2292.222817622006+753.0619224747011j)
260,(2195.0084787882333+725.1540741912689j),(1870.5258914603844+615.0779674083824j),(2292.342061282023+753.0736632034833j)
261,(2393.0369486737227+790.223366567796j),(1870.4233339904501+615.250921374658j),(2292.211853934757+752.8436963772431j)
262,(2175.0498446921806+718.4906128424014j),(1670.3251297657046+549.3044507187035j),(2105.6880187876136+691.7001404306511j)
263,(2115.9886115251184+699.0720780607398j),(1525.7319688654866+501.8324909298217j),(1990.2825988204859+653.7065281396241j)
264,(2494.8137216202754+823.4830220463518j),(1525.4216011967321+502.1604171628527j),(2100.6138941210097+689.4726698297136j)
265,(2495.1206812037967+823.6438606020059j),(1310.7935934648153+431.61264162121114j),(1948.0876970680984+639.1888155603621j)
266,(2718.106361098895+896.9497142524974j),(1310.7316894389123+431.71674194283685j),(1947.9956681297301+639.0262416596069j)
267,(2718.2798639724983+896.6588378493863j),(1310.8099886433201+431.85627417053934j),(1735.170432926797+569.2739536736187j)
268,(2718.271291572136+896.9321278230492j),(1221.556431889042+402.4385693303989j),(1879.6586082113686+616.5581231984022j)
269,(2605.546567958689+860.2826045994111j),(1221.607603423594+402.17086648992523j),(1953.0880374936783+640.7787904181957j)
270,(2724.227946017044+899.440399397804j),(1035.1148476644248+340.883505507825j),(1865.7076160030256+611.8589267571208j)
271,(2723.978890507351+898.9994103574879j),(1303.8420761993302+429.32731675044477j),(1865.533050333642+612.1551288315404j)
272,(2723.7097070947584+899.0627423909341j),(1445.1745803448334+475.69391393399127j),(2046.2442844270308+671.5604805729001j)
273,(2723.789500147456+898.8705546398519j),(1468.2511560120333+483.36812690486215j),(1875.681072441463+615.6148519625666j)
274,(2562.580222528024+846.1199660964584j),(1468.2868507228704+483.14428658031613j),(2034.295355187676+667.8190799945221j)
275,(2562.4913482982834+846.2690134245039j),(1468.2330858715038+483.0488881933835j),(2131.8809120864835+699.7866794359056j)
276,(2622.8486980853418+866.0976083635306j),(1468.2028737965536+483.09977282317277j),(2131.8414593170096+699.7170401375975j)
277,(2927.130713059913+965.7340318085827j),(1468.1202770740351+483.4901375089072j),(1948.8715388072105+639.4362364846323j)
278,(2752.672174891113+908.2566256104149j),(1622.9054367365507+534.1940343220833j),(1948.873780534705+639.8266464678561j)
279,(2894.2070156547634+954.5548251761296j),(1804.491811198542+594.0276075005039j),(1948.7061683667011+639.9003743667342j)
280,(2894.2070156547634+954.5548251761296j),(1804.491811198542+594.0276075005039j),(1948.7061683667011+639.9003743667342j)
281,(2769.2171900442027+913.7910813567432j),(1804.4840644535132+593.736847552388j),(2110.476716574521+693.0905100230016j)
282,(2666.86414830902+879.9453530297956j),(1804.6065393037256+593.7699339778783j),(2000.0407111340537+656.9481660596568j)
283,(2268.1649980238944+748.9336162832316j),(1804.776633562583+593.4833652138956j),(2000.2227062014322+657.270024632832j)
284,(2376.6976672193287+784.4632286548202j),(1959.1376415214158+644.3732483995944j),(2000.0831837573626+657.2564743623604j)
285,(2376.6976672193287+784.4632286548202j),(1959.1376415214158+644.3732483995944j),(2000.0831837573626+657.2564743623604j)
286,(2394.692836733781+790.4750349964479j),(2113.3106305247184+695.0182443379688j),(2163.6227521477454+711.0259232170008j)
287,(2294.158499175377+757.3504578303758j),(2113.439892008888+695.0128915252444j),(2059.200203158892+676.8349086568535j)
288,(2013.4615454636782+664.6179365612822j),(2288.546708464586+752.5257346575427j),(1808.2334510748638+594.743188257476j)
289,(2013.5504631737226+664.7322746859379j),(2183.873210985126+718.186350552262j),(1771.2244546786278+582.439166263476j)
290,(2116.8917417511893+698.4932675796539j),(2428.158124637849+798.4742264860574j),(1871.4548312791906+615.5785444763144j)
291,(2117.112456362851+698.3738428058559j),(2392.732781948143+787.1230759984695j),(1680.7055427048551+552.7705760771579j)
292,(2117.2745091693814+698.4785052088044j),(2250.9562929958292+740.5972604771621j),(1666.5939413125734+548.0084529475113j)
293,(2296.804240414621+757.5001170272242j),(2232.7096706794887+734.7428385982879j),(1666.5559973691618+547.8982335457283j)
294,(2488.120552500077+820.1994049496643j),(2232.5638019832068+734.9476593669281j),(1629.4628785903305+535.5600596770115j)
295,(2488.109287076946+820.1795064453274j),(2246.6362174150736+739.5751762897656j),(1629.455148078054+535.5731389577033j)
296,(2548.4293403810534+839.7278004656647j),(2423.5523712435142+797.8330408809621j),(1629.3307352795398+535.6835017130036j)
297,(2647.961617415789+872.1641507721066j),(2554.2883946237157+841.0055466813556j),(1629.2113887971789+535.701113591741j)
298,(2647.853519676849+871.9740099876998j),(2700.097345022125+888.9489890196933j),(1629.137529961142+535.8259628179394j)
299,(2222.448091270401+732.4350103084541j),(2801.070358432191+921.4600854295808j),(1629.283547390499+536.2551229515983j)
300,(2029.4077842563493+669.0838641934666j),(2801.3438968295472+921.3132196037319j),(1465.9931777577747+482.6829384432685j)
301,(2029.622448752725+669.113765735622j),(2619.3132386363345+861.6872373535956j),(1304.6801544616662+429.46225073431566j)
302,(2088.1219930005013+688.2080946406747j),(2619.2608568366413+861.7744325731019j),(1304.6633160424094+429.4320016978538j)
303,(2087.995098674556+687.9834610367726j),(2809.6708466717273+924.2997643569583j),(1304.5734893181495+429.58344982786673j)
304,(2203.8813229885573+725.9847606609761j),(3125.709063758603+1028.0062879312645j),(1419.7060517476912+467.71582949472395j)
305,(2203.9279122366756+726.0671695875163j),(3055.1160389499096+1004.8368610304774j),(1419.7415422268282+467.6560674746616j)
306,(2203.8907433423965+726.3367075056664j),(2806.320752841293+922.7828251616354j),(1621.2467621594442+533.8682273764015j)
307,(2223.98128782639+732.9909619600588j),(2806.2502255599748+922.7237592396693j),(1711.4656934678046+563.5306823603603j)
308,(2120.2617430821606+699.1897422205545j),(2806.2358543227706+922.3620963113724j),(1818.9301277376358+598.9820279190109j)
309,(2316.0535049730843+763.4951331623056j),(2708.828211883764+890.5793606519532j),(1844.9591817859582+607.3706679838565j)
310,(2079.7090734144927+686.4084432254358j),(2533.720395754486+832.514427586595j),(1983.807876848415+653.0034877231674j)
311,(2079.7627676061375+686.3179181050646j),(2533.7956931765657+832.6469733221447j),(1896.4079263937192+624.2610543464901j)
312,(2221.771249757691+732.8838505329245j),(2359.6204597279916+775.8286303235761j),(1774.9271409434054+584.0124023332348j)
313,(2221.8183512485502+732.9673259841684j),(2325.1214476303503+764.5469753286428j),(1774.9699302351712+583.9401248683597j)
314,(2328.4685249836925+767.6617447946726j),(2325.2093060082943+764.9542838995019j),(1508.1424567798301+496.1484672159194j)
315,(2049.5912706691975+676.2420079813256j),(2206.716831189944+725.6783359778699j),(1508.2936460816525+496.2266323809842j)
316,(2076.388119316478+684.9988565826864j),(2316.4793427306786+761.7163254995448j),(1508.225497604705+496.3110564755917j)
317,(2076.3400674028435+685.1016084557936j),(2355.4563096131037+774.4390231563282j),(1625.535962469377+534.883422932629j)
318,(1977.021237648363+652.7726515832215j),(2118.111697791027+696.3198186266378j),(1665.8664146435794+547.9540351448474j)
319,(1976.9421334978242+652.9057090180886j),(2118.017687983096+696.1539156133293j),(1797.4024548395469+591.1862112390328j)
320,(1976.9761199279208+653.2275418177899j),(1918.0081155444332+630.3985883099313j),(1939.0515049879195+637.4481174262701j)
321,(1976.9761199279208+653.2275418177899j),(1918.0081155444332+630.3985883099313j),(1939.0515049879195+637.4481174262701j)
322,(1899.9386407462628+627.88911447681j),(1917.9500057939345+630.4361506287477j),(1954.1548573127993+642.3652869348622j)
323,(2022.2598843093622+668.2440277948783j),(1917.8233568884984+630.3993147836873j),(2075.717730111064+682.1868678487208j)
324,(2022.326666926768+668.4813074700611j),(1773.0719131654107+582.8487259860044j),(2136.1427503329473+701.7954386225456j)
325,(2022.4228557809222+668.7623307802261j),(1583.2824937257674+520.5023597388229j),(2189.593735030087+719.0294292547358j)
326,(2195.8178883864616+728.4311998017064j),(1412.0732158504607+463.23037975388445j),(4047.9602293127805+1326.6784887321937j)
327,(2356.380632518859+781.6971183294905j),(1612.0987845835377+528.9943513651929j),(4261.9614535104465+1396.5230926730387j)
328,(2474.7913562265035+820.4433423258506j),(1761.3068070291288+578.1944831696966j),(4059.0784366976+1330.0596636606688j)
329,(2601.0273692491905+859.0436612471541j),(1762.1022452046402+579.8185803609192j),(2188.3622977458313+718.079567856785j)
330,(2601.3338998820636+858.529954599231j),(1762.2697237158368+580.1166285658804j),(1788.4926622374046+587.0054695045469j)
331,(2583.6680200994+852.7203283651327j),(1650.0023181675979+543.2219537817842j),(1776.4693739719546+582.9588890879324j)
332,(2455.7681643998694+810.9029561714963j),(1650.0070380197474+543.0359004397039j),(1947.049144991678+639.0591456772918j)
333,(4741.89748210993+1559.8059037505354j),(1648.9423676807032+544.8223843774574j),(1945.6128071204464+636.5270587574216j)
334,(4742.284924530986+1560.478064495908j),(1439.619210218838+475.51265485105444j),(1945.7486381945982+636.2936859056192j)
335,(4926.742390651973+1620.8344707055894j),(1439.6097801086557+475.63865367688686j),(1828.343490226261+597.789741860696j)
336,(2699.9649450402535+891.5418896161542j),(1440.3850611953317+474.14716402433953j),(2036.391867952753+667.9511117765933j)
337,(2712.1271678045414+895.6471277510958j),(1301.1815010404844+428.3511299456558j),(2036.4463475699213+667.8318665080934j)
338,(2900.890940604847+958.0809639943271j),(1301.0654275758257+428.31028635214943j),(2287.462815311092+749.9589849323411j)
339,(3108.416689379187+1026.3788504630188j),(1300.976361757237+428.39442139351155j),(2346.6645286657313+769.1263158953054j)
340,(3391.597950006488+1120.0573543280286j),(1288.7678284571625+424.4290541402916j),(2673.2647042273607+875.663426858899j)
341,(3340.7464750285044+1102.871210297085j),(1288.8363975320137+424.52468406535377j),(2460.0727172808465+805.9431471330522j)
342,(3480.6650186093325+1149.9781490996945j),(1139.528450624177+375.27903099604845j),(2971.36805124619+972.8320671624446j)
343,(3642.0633653287764+1204.3961496518057j),(1139.3255657759994+375.0472412904299j),(3508.5833658243237+1148.0742189609264j)
344,(3434.7332013714013+1136.7045162776192j),(1139.3218042250824+374.78257683923323j),(3830.3763888133585+1253.6678162521814j)
345,(3434.8378292079424+1136.5305587241512j),(1139.3514460683061+374.83555308796923j),(3698.4224563391963+1210.4828562693365j)
346,(3348.5820328559025+1107.1537080353326j),(1139.4787633238889+375.0862866267497j),(3198.2259708788943+1046.9506782005424j)
347,(3422.1537062865923+1131.1061343451186j),(1139.49791399775+375.17612170458995j),(3087.258834977513+1010.6551839065853j)
348,(3594.7864737684495+1187.9082617727556j),(1139.4398290782738+375.27431879926j),(3087.0793204476777+1010.3414984558129j)
349,(3229.127948346488+1067.3851496634436j),(1120.601073406488+368.92086905491436j),(3087.2536886852863+1011.0148226379672j)
350,(3108.114821916083+1027.7613965133116j),(1120.6076415598204+368.7970506921538j),(3188.136899080311+1044.1516881686298j)
351,(3108.1028166241513+1027.7813864389432j),(1120.6037505964534+368.7900980651429j),(3200.2323682094616+1048.1054755450982j)
352,(3107.8156955016007+1027.2719406874407j),(1375.1092973999191+452.5033811310811j),(3199.951272587124+1048.582388755909j)
353,(2721.702469314737+900.4922998287307j),(1372.1265491860236+451.1199476715944j),(3260.9583167894943+1068.9701612495794j)
354,(2719.510703500063+897.5959727000746j),(3517.303076127472+1153.544475669815j),(3587.3894577539577+1181.116125881263j)
355,(2719.408386836376+897.4781153434974j),(3618.1121401596665+1186.557293492065j),(3611.4310415046525+1189.228450943491j)
356,(3123.4567252532047+1029.6895197699348j),(3718.8146953782502+1220.7565174103765j),(3434.4446835780254+1130.7501295342345j)
357,(3123.8842260787496+1036.4187738296691j),(1571.57325060141+515.6778896342701j),(5174.379301075668+1693.4011183381608j)
358,(3124.38981562075+1035.0662211509346j),(1713.2985467283918+562.6280609524688j),(4404.67991258014+1442.3127727546785j)
359,(2992.4084346450754+990.9594739098687j),(1907.1045966527056+626.1552613901436j),(4221.976672550066+1383.531783935926j)
360,(4657.208734230977+1532.6119940816475j),(1967.267525653955+649.6403120618747j),(2469.7502929752245+808.5926469346939j)
361,(4656.8949369651655+1532.6194426277132j),(2052.502193580286+677.7034311773305j),(2633.311593861617+862.3418485375684j)
362,(4549.85306828482+1497.195836097744j),(2052.783790446041+677.6708157449501j),(2426.3755775983927+794.8575903697813j)
363,(2433.1469775286473+803.7115548820173j),(2054.2082464302166+675.1742341032167j),(2453.3466754059937+806.1083748547219j)
364,(2433.151654374366+802.9556261417539j),(2364.5520429842604+777.2556213436854j),(2116.4804514623956+695.9281558286475j)
365,(2433.120527961421+803.0083247427755j),(2364.5138655845667+777.1881608133003j),(2234.862884874913+734.8415902842966j)
366,(2493.399452728103+822.7861784337721j),(2424.7893595645396+797.033219015977j),(2274.993795447214+748.0462061378736j)
367,(2624.008225376567+865.753230021587j),(2424.5832008254706+797.118234979831j),(2375.402151287523+780.9075057884893j)
368,(2624.091513352788+865.9334611252343j),(2309.720439933578+759.4228430406025j),(2396.542697618221+787.6925251404215j)
369,(2425.9812581769797+800.6673188043897j),(2474.8873773735677+813.3575236785907j),(2396.5466154269143+788.1598370783831j)
370,(2162.083203786671+713.5365615564839j),(2652.3215065567974+871.4988154674178j),(2195.6770402287448+722.5645050492301j)
371,(2162.1537224725244+713.4460144842286j),(2543.3895253189203+835.7459147281809j),(2105.2236099633583+692.7994982884632j)
372,(2222.527871443631+733.3646130532793j),(2542.465976034341+835.7019253030251j),(2105.264740600667+692.6043967305134j)
373,(2222.5977735467095+733.3164716780642j),(2502.3256250402105+822.6019033634813j),(2034.9393136368365+669.4577117888061j)
374,(2473.126870700664+815.3145784443122j),(2502.161381570449+823.0827428729453j),(1927.364686322987+633.8987423023298j)
375,(2473.0555939449705+814.9090323561235j),(2749.4888431200156+904.4897527087494j),(1763.741824429485+580.3805506145175j)
376,(2513.024560154106+827.5865649875517j),(3082.367444970949+1013.8288593052548j),(1763.5024315984695+580.7016878114393j)
377,(2372.2620362885305+781.8841264985189j),(2887.8572924345285+949.482189120316j),(1879.115056692156+618.6321678732181j)
378,(2110.0247121147363+696.0306627460135j),(2746.0683465121992+902.4564847561127j),(1839.1896405022321+605.5765434089024j)
379,(2109.9602703630453+696.1393738660605j),(2745.9812827151163+902.3031988406428j),(1949.6315375026848+641.897443231037j)
380,(2114.3337767992475+697.6135953839073j),(2745.7742221045037+902.2681800963912j),(2071.1566129542575+681.7658458936788j)
381,(2174.519525181783+717.1283278883752j),(2950.5425169733558+969.490958583307j),(2070.9673706272124+681.9571219890047j)
382,(2174.412136698391+716.9377432355607j),(3120.9623058889256+1025.3663561372828j),(2070.8544268484534+682.1468782377343j)
383,(2114.1664437475524+697.0383168912213j),(3121.144308701999+1025.4773186092846j),(1920.3242461405712+632.6678979361743j)
384,(2677.682037314925+881.4722711919597j),(3176.018508976251+1044.76923197019j),(1919.918131304612+632.078030393326j)
385,(2498.2478503247644+822.2449940133322j),(3176.295487373119+1044.9229472673162j),(1755.3238131010608+578.0190248167207j)
386,(2733.954765685812+901.4964063359726j),(3050.985416923333+1002.78673996978j),(2863.0350543529153+941.5556996274198j)
387,(4281.4165863893795+1407.4735543745637j),(3189.492965172764+1051.0347406145097j),(2776.0813229522405+911.5379489592759j)
388,(4234.466707954307+1391.7587892303186j),(3431.2040785147246+1130.445907238551j),(2775.932938399841+911.9274179628013j)
389,(4082.21132976056+1342.2870554441783j),(3343.3507432137244+1101.2932279835416j),(2796.262266278302+918.5930349216783j)
390,(2361.640647580608+779.017351132236j),(3345.1600807135337+1098.73494592035j),(2692.817529859019+886.6176577898073j)
391,(2459.1351304836144+811.1638477302113j),(3214.780216041186+1056.2223187452753j),(2627.599561864118+864.8263053212868j)
392,(2350.7401511621265+775.7852944456833j),(2883.136618600806+947.1549061390451j),(2590.6661778637554+852.3963274418837j)
393,(2644.0850348332997+872.2804627990918j),(2770.3702552479244+910.4927980957241j),(2639.7724665828528+868.1261038410936j)
394,(2522.1059317566705+832.6532136468505j),(2782.339982742935+913.8613277849104j),(2948.5828007338046+969.7636259099671j)
395,(2533.1551682059685+836.3238468646891j),(2782.3022240977184+913.820056531059j),(2983.7726872805415+981.3255344722413j)
396,(2571.8969052266275+852.1122833115885j),(2635.57381198481+863.541909979475j),(5793.246910025492+1902.8885787071774j)
397,(2612.262938517443+865.6350997524994j),(2435.452925769438+798.15064674315j),(5793.498791455402+1902.2497489135076j)
398,(2703.9482524649497+896.2017465431782j),(2248.2094060485706+736.9552311329717j),(5918.216602642312+1942.3194270854017j)
399,(2869.937297932021+951.070983931278j),(2248.0071357823845+737.0910962619229j),(6036.3243149781565+1980.6457603339593j)
400,(3001.866100177686+994.4568371884338j),(2313.068678459455+758.648772801871j),(6015.733080724203+1973.806403571595j)
401,(2941.374185125699+974.4568946607042j),(2545.461111731824+834.8703548036874j),(6056.229837541891+1987.5062029443295j)
402,(2949.520885559547+976.9530172026209j),(2545.532693264818+835.0194310655581j),(5954.903205367986+1954.3082676591391j)
403,(2949.588959368735+977.6171526889498j),(2419.3438057471258+793.6464539088707j),(6140.723144714422+2014.4197682905076j)
404,(2949.6822351785486+977.596744510707j),(2379.2187328857576+780.5573032901607j),(6049.528372311748+1984.4453957786454j)
405,(2843.093299155989+942.3333691853943j),(2399.3844495156222+787.0609040947144j),(6017.2311154785775+1974.1706431653984j)
406,(3014.5652239804494+998.9373752262272j),(2399.322423831851+787.1664526497852j),(6017.061218232405+1973.8745212136214j)
407,(3237.598418256174+1072.6020981557515j),(2259.938898962905+741.7550830236787j),(5920.916379623224+1941.5722590820608j)
408,(3277.8336170294665+1085.76258096485j),(2319.2959496698963+761.2616383454482j),(5920.773678221463+1941.60471201645j)
409,(11371.041525936218+3722.4239653510094j),(2168.41348000343+722.1186397279009j),(5999.786457858778+1949.3467476010803j)
410,(11443.65931208054+3747.5372872933303j),(1914.3531701994496+637.8328281265929j),(6063.515576434187+1968.9630262131884j)
411,(11548.17719130483+3781.8483691734764j),(2128.38965624156+709.0727973674819j),(6196.675884439942+2012.7552690105445j)
412,(3295.8018877627874+1092.9292881627327j),(2203.586974381245+722.9789905856817j),(6557.511424888709+2149.3272173120777j)
413,(3194.2964809626924+1059.4672759021257j),(2228.686964345832+731.037512679884j),(6642.858094728395+2177.5397606294828j)
414,(3338.2913122422706+1114.164570874285j),(2270.501301497155+741.3959792292081j),(10241.474895489984+3350.125635382855j)
415,(3311.3048980086114+1100.4520542724026j),(5327.746869561784+1731.925179206416j),(10200.399939674226+3354.5122425425634j)
416,(3364.2523363312193+1125.2302123377942j),(5554.172964484054+1796.1801146007442j),(15846.86075289776+5201.299687158913j)
417,(3639.0140047544123+1212.4374010496708j),(7847.281279841058+2535.999332975145j),(15725.75484856713+5181.153936996813j)
418,(3438.524256379159+1144.9661765166861j),(7889.722739767059+2549.8754259258417j),(15300.657975487753+5043.460857849412j)
419,(3946.841757912587+1300.5628736649983j),(7932.8709018974605+2584.6493344858613j),(6788.023464058531+2246.5858595318264j)
420,(4148.98493785657+1371.0468400782647j),(5762.352787174206+1879.707545292049j),(6933.051703930354+2283.00761682595j)
421,(3700.425402714174+1223.87238701645j),(5763.330842602272+1877.1751950305365j),(7088.948628809882+2335.96204539469j)
422,(3887.347152211598+1285.684190353807j),(5707.446788685562+1859.7117200980413j),(7277.041834397765+2396.7177785649983j)
423,(3730.50461642974+1234.0759604951818j),(5474.45511939664+1783.3523176202227j),(7185.967831157227+2366.2652861850565j)
424,(5726.742101386854+1888.8077529228399j),(5428.732097822107+1777.7082946527478j),(7343.2153852296115+2411.468066014704j)
425,(5748.85627091929+1896.0590570623274j),(5489.2438628565615+1797.6094518161894j),(7343.014804679222+2411.4901906477885j)
426,(8875.105250475763+2984.7290848346356j),(5612.013793530153+1819.2118128800707j),(18311.489892639274+5945.061926329849j)
427,(6916.3236343401695+2329.679881431123j),(5590.084009205636+1803.3701587464548j),(18324.42224735901+5964.902706529471j)
428,(7317.630494746914+2463.8918356351473j),(5629.627533413372+1818.2319838213275j),(18250.060724821073+5938.052658933121j)
429,(16349.706645927823+5358.804323356498j),(5613.491985808751+1873.808167807744j),(7515.1432037009145+2428.8565150109353j)
430,(16315.014874001967+5347.911194671166j),(5744.985615083731+1916.7172172028052j),(7515.235142200894+2430.032760939921j)
431,(16337.155491021107+5352.890926549901j),(5911.573071329303+1973.170111635845j),(7555.018255797697+2443.718187397719j)
432,(9687.797710919942+3191.4181773965665j),(5911.260432390713+1947.4834382288454j),(7301.158510838402+2386.76343774008j)
433,(9501.538304457905+3130.7559443158007j),(5826.630546351937+1918.948683278297j),(7301.819443654031+2387.1498413136515j)
434,(9835.070894174234+3221.7768646019713j),(5871.486567645384+1942.3293561299956j),(4516.947940275687+1479.9587066931563j)
435,(7506.197162638211+2473.612216175888j),(3059.1393444259784+1010.8477756627362j),(4746.314128100885+1551.2414730989028j)
436,(7602.121759060737+2505.914944241138j),(3128.8153601269214+1033.7035089302735j),(4913.899644175597+1605.6805250165075j)
437,(7572.628660397484+2496.934247068911j),(2970.1842050198525+981.2125613614817j),(4995.985617728461+1632.184951412631j)
438,(10494.16510187094+3453.845616057208j),(2986.334157383728+991.5214334459829j),(4908.153437210707+1597.3684631189808j)
439,(14736.134253441265+4855.933942530506j),(3000.291235180106+998.2577178979059j),(4906.541487132176+1594.7530308293785j)
440,(14745.981338905387+4857.370409555439j),(3360.6441753111703+1118.1774331552217j),(4947.243843786323+1609.0777011699474j)
441,(12569.69978227755+4105.28615172251j),(13444.262183378742+4420.165674883241j),(4817.051804028145+1602.0261464338473j)
442,(10179.88529709274+3316.3517837108125j),(13547.075450749628+4451.2745529591075j),(4588.213247689516+1527.0990307306056j)
443,(10097.353568251117+3289.359938646034j),(13566.86968336344+4457.210925730317j),(4696.600966582257+1563.4284427508078j)
444,(10253.23924582048+3433.8021663246604j),(3526.3770456614056+1152.5312879190856j),(15434.087025600744+4995.487558225121j)
445,(10252.18413589535+3434.730109169625j),(3474.137182870797+1135.3287582518385j),(15656.213384060839+5066.615777914745j)
446,(6798.188909148233+2249.237485032988j),(13735.520239431306+4376.973042759387j),(14697.287192349448+4889.032470854616j)
447,(6979.8728125983+2276.066507618847j),(13978.24653826236+4528.746090171767j),(4038.123892696268+1351.6807396950076j)
448,(6769.223913686815+2206.9839538961382j),(14185.298101791861+4594.767435585084j),(4119.36565130789+1379.3779580792334j)
449,(6754.040739040712+2226.2933241079977j),(4086.644648634406+1345.725813680567j),(4400.248630251819+1444.7847135151037j)
450,(6259.210089267107+2061.6998934729977j),(5521.834346370259+1815.7779584620548j),(4428.919258659937+1457.8627974626743j)
451,(6262.628701565784+2062.532889341258j),(5467.266990525255+1798.2016463138023j),(4297.582385976369+1414.5435995830896j)
452,(6109.336744158538+2011.1236476427869j),(5654.363506836446+1859.7379024166823j),(4034.4164262855106+1328.7615655410655j)
453,(6171.349239725044+2033.4350779955278j),(4243.51805070252+1396.7356634600978j),(4072.8634542654077+1338.591575681025j)
454,(6180.940319511847+2036.2494331317203j),(4092.5572750315687+1347.5305165705245j),(3878.386227514539+1274.44854502755j)
455,(6192.71084536306+2040.3380821611827j),(4193.324377272402+1380.3987781161252j),(4025.4770518468404+1322.9249753606546j)
456,(5826.81556533599+1920.0953059936696j),(4279.895905482728+1407.743074502702j),(4025.781119058108+1323.9058800216685j)
457,(5983.067952045201+1972.3315647496026j),(4393.612843755931+1444.779848671396j),(4364.651855238432+1435.1057273447193j)
458,(6191.471522163175+2036.0545781878648j),(6742.415977620942+2211.676996391898j),(4194.2155004507695+1385.035425369919j)
459,(5986.7611007048135+1966.2759449995467j),(8840.678414933163+2902.8884462357773j),(3759.2981647014376+1244.0780227524738j)
460,(5798.243706753722+1905.1142478827328j),(8541.056035335763+2803.0233161784513j),(3874.50367707299+1282.1826042778862j)
461,(8009.453575342792+2633.8341784418435j),(5730.5485262763505+1892.127723938262j),(3935.4229015012834+1291.3389566119079j)
462,(8156.022546230053+2682.836989059543j),(5609.8955097175685+1852.3434115306093j),(4028.341947161667+1321.2460814116007j)
463,(7894.377389579929+2570.6527273473143j),(15854.104967910658+5154.141705730549j),(4233.918156008011+1415.8744309208719j)
464,(5616.301626206108+1838.2707691051419j),(16006.18850159798+5170.495775681391j),(6341.805877060496+2124.7459693880655j)
465,(5839.7738649629055+1910.4953616722328j),(16016.063962827597+5176.911404551448j),(6029.4341852337575+2020.1224297282204j)
466,(6212.6707434251675+2052.6231793306924j),(5729.563338200939+1881.550228656434j),(6292.839720986878+2067.004046144496j)
467,(6455.413342966283+2126.672925665876j),(5832.8448110348545+1920.0893729562406j),(4297.4924209808805+1413.3237140564852j)
468,(6349.303582838467+2102.712465033089j),(5804.174069950142+1902.6919120865543j),(9032.738181003186+2965.0726238840803j)
469,(4083.3130336949275+1355.1640943638693j),(5732.6299831825+1876.8647609839834j),(9181.355542912443+3015.9845216382587j)
470,(7346.2063024297195+2431.276521556973j),(5587.610668293415+1839.0034655034394j),(9208.322299740446+3011.225093529223j)
471,(7474.594200151699+2481.0470716666514j),(5732.887577458133+1884.2909358317738j),(10901.025219503037+3561.1370144869566j)
472,(7597.176051348206+2522.618628113819j),(5567.510324978926+1830.1179750762917j),(10962.891735918256+3579.4760898259415j)
