time,phase1,phase2,phase3
135,2148.052809835363,2014.9051211119104,2231.172684547594
136,2023.4382428486108,2014.9863247305598,2231.2629104314933
137,2023.5255056672177,1882.3997264993195,2231.363817531251
138,2023.5351329192906,1994.7962442677172,2144.811440255542
139,2023.6877565423326,1994.933316257205,1881.67598085025
140,1920.2130016995236,1830.258631495582,1881.8407829002604
141,2087.192351238193,1844.9887628388724,1881.7764568833768
142,2087.071454972186,1844.8978835374942,2062.650870749591
143,2209.3971879802034,2021.5143745569512,2062.469216135121
144,1986.5570854396478,2203.370354111721,2062.456284278437
145,1854.7185935382072,2350.235152336195,2062.4684421667303
146,1970.7338457214967,2634.9684603993464,1898.7302714795142
147,2257.1043345750786,2634.6246383587113,2057.027057710178
148,2095.9867509489845,2834.9451336734537,2218.7064656630178
149,2096.132899578257,2679.860339462414,2128.5138106804393
150,2252.4578062508563,2679.9980686315103,1939.554403643776
151,2333.12272378422,2505.8881383003977,1939.6126171131225
152,2333.1762134625956,2606.583422561529,1761.8237562742356
153,2660.4577937141557,2435.581868227668,1761.7204973901796
154,2660.4577937141557,2435.581868227668,1761.7204973901796
155,2469.2926610521845,2281.2998375207976,1545.157372688904
156,2630.2052391912785,2287.4141392413167,1545.0617411649137
157,2630.281865470626,2287.483400294625,1440.784322132544
158,2630.281865470626,2287.483400294625,1440.784322132544
159,2774.273368509493,2287.121354736051,1848.8599495012554
160,2814.4635455747984,2287.216303197522,1647.296382212737
161,2524.576178652732,2133.0412956023747,1754.8358762748917
162,2524.7158804131395,2133.1714969210066,1574.2437064771034
163,2584.5805848515292,2580.975018462545,1574.089194271589
164,2468.4948744901576,2471.255247546623,1574.1585298217146
165,2556.0506049138758,2147.4001749070594,1574.288501346054
166,2555.906547341065,2355.927833938581,1718.6263011823482
167,2308.527347370768,2505.4816615482205,1560.2773565129864
168,2408.3537947518994,2330.6184690223263,1398.8467551563597
169,2290.6322634598955,2475.563999963114,1398.8199061373589
170,2290.8379952428804,2175.1464022036653,1398.9474694742566
171,2231.104409461545,2362.357581675854,1398.907549477758
172,2074.913959118413,2362.382958506479,1398.9220119749416
173,2070.6742208741907,2362.4025450313443,1398.9289780524343
174,2232.361306516029,2243.766659264473,1398.9289328921404
175,2553.977928650042,2243.6019987553,1398.814322748581
176,2553.900561145951,2243.5447646323432,1530.1074745299331
177,2728.660122282285,2243.4718343272216,1530.0504583622835
178,2657.78755826409,2243.567703098456,1530.1146220364972
179,2657.874462854533,2243.6503228628694,1422.8171535643205
180,2764.3710773345742,2243.4784087810976,1616.3735231508958
181,2580.507534163756,2094.4858018259415,1208.516723477489
182,2645.4347284787673,2183.7908764686526,1360.7916140696568
183,2830.1319055755903,2183.576802238002,1573.3077578133275
184,2900.1563128867565,2183.497644481766,1743.7307927674378
185,2900.39643942725,1736.1187429319393,1743.8896666081098
186,2932.6304896084944,1736.1177955944222,1716.8260197732127
187,2719.4307423315663,1736.147315705413,1823.3153040145125
188,2719.5015613621363,1346.0516712959948,2006.201791555928
189,2596.0924701177437,1201.6346893325394,2006.3493515464638
190,2730.1869123517304,1201.5614074330842,2006.2384676232484
191,2953.140759112977,1201.466380409308,2121.6808561012226
192,2953.140759112977,1201.466380409308,2121.6808561012226
193,3244.0560162439338,1014.9323488671794,2121.652774804954
194,3082.354281768087,1015.037472251579,1927.8390445769865
195,3067.2326613155574,1169.3660968329937,1987.9982032962328
196,3057.1894371153344,1169.356711388978,1978.0699737061975
197,2684.143847991882,1334.0223912381994,1765.2561407991539
198,2778.35034152413,1334.0643192759387,1594.8003847021805
199,2778.3056124897107,1334.0405668061026,1650.0106116329046
200,2778.2120229758048,1244.7084437013816,1838.9089865802741
201,2844.4171587778633,1353.9482150502326,2029.8721811974333
202,2844.525842008455,1354.0036317151491,1877.2125330026308
203,3024.2364052433013,1353.9622549700398,1877.1555010773545
204,2697.820104091363,1599.9642454635273,2065.069523028954
205,2544.2099038242877,1600.0864843501881,1958.5656818557368
206,2542.06754318176,1598.4372148205218,5059.470948949768
207,2541.9853105338984,1598.3823991215568,5227.06508422502
208,2541.902447919483,1598.3210949452528,5338.608708081929
209,2541.9763874074656,1598.3750635142005,5221.95061821405
210,2541.8343657210617,1779.820846177537,5256.468891897646
211,2423.3982391761024,1779.7482000602906,5440.06372209001
212,2222.8698985448964,1779.7481839433988,5604.9706112386375
213,2160.8718546311584,1876.7892687196638,5645.630463573682
214,2160.9799301855564,1876.8877776685333,5481.420425786538
215,2029.4138263771376,1868.7358661108833,5583.7901556513625
216,1969.3591634550771,1868.7434729501922,5583.812899133499
217,1766.81893932056,2001.3471968549843,5583.955646608672
218,1766.703451254317,2346.5764187903505,5529.316645113633
219,1766.7603974730036,2249.0088427495757,5529.543444262832
220,1766.668458191259,2448.9074704971326,5529.125253183092
221,1933.165529012183,2448.7607773573845,5535.886795861455
222,2074.8706544617276,2344.217261845782,5378.843071044819
223,1944.1292997621945,2518.343030030742,5325.089096671912
224,1944.26867394002,2376.6403282225147,5219.783263662557
225,1764.9948699371262,2530.99381441841,5219.856296477943
226,1865.9761886854128,2533.4361947057505,1948.183952334895
227,1804.6419969402343,2652.3071603762173,1948.1553010305026
228,1739.5794400999216,2652.319000639541,1948.1636959550808
229,1739.6347054719581,2652.405983099113,1781.6730778226356
230,1739.58528496855,2753.0490726533344,1781.6156573172261
231,1739.6948481407485,2655.9633716419457,1600.8427756320891
232,1739.8876953059478,2473.9927555041804,1384.228977943333
233,1739.8070893614597,2726.111813679822,1384.1527671823435
234,1739.6819183671448,2830.7218643943834,1585.581470143732
235,2055.904315228027,2550.591329588573,1605.6737168780614
236,2055.8213700137935,2550.48671160213,1777.2246346754976
237,2318.1898089926785,2550.291464295676,1777.101201714198
238,2474.4822319651826,2782.943023188319,1595.4474673071122
239,2514.6233031099528,2783.024715154351,1488.0699916029682
240,2834.9573966241696,2637.5046502905925,1435.661477114173
241,2852.1319698172847,2460.613551800411,1435.7341208083658
242,2710.0819406773317,2410.1673222897707,1435.8546943184522
243,2709.7872028173306,2769.993153231122,1435.6912829762396
244,2610.1727061186607,2770.0684456989125,1435.734075805307
245,2510.8423306191003,2323.1884737311443,1526.1179984460903
246,2810.647519074154,2323.1035210725104,1526.0591083203358
247,3016.8650225763317,2322.8360349247982,1747.6088491622074
248,3016.7791281065893,2409.4692636910986,1747.558356110319
249,3016.7791281065893,2409.4692636910986,1747.558356110319
250,3016.688920268276,2498.8683894114993,1747.511065926098
251,3123.477004448859,2386.419327812231,1747.5022996117686
252,3284.7613915668503,2281.8483342502745,1747.4743779071525
253,3163.7828690345327,2142.4097563156547,1960.3699590796405
254,2956.123015382947,2142.530495967913,1960.488919200025
255,2955.8858690554057,2252.007569599061,2143.170411292561
256,2955.9532208864002,2102.755965329029,2003.8943657633085
257,2759.8111100937963,2102.8067660314323,2121.424961483837
258,2759.8111100937963,2102.8067660314323,2121.424961483837
259,2537.318217482859,2102.876867713307,2292.222817622006
260,2195.0084787882333,1870.5258914603844,2292.342061282023
261,2393.0369486737227,1870.4233339904501,2292.211853934757
262,2175.0498446921806,1670.3251297657046,2105.6880187876136
263,2115.9886115251184,1525.7319688654866,1990.2825988204859
264,2494.8137216202754,1525.4216011967321,2100.6138941210097
265,2495.1206812037967,1310.7935934648153,1948.0876970680984
266,2718.106361098895,1310.7316894389123,1947.9956681297301
267,2718.2798639724983,1310.8099886433201,1735.170432926797
268,2718.271291572136,1221.556431889042,1879.6586082113686
269,2605.546567958689,1221.607603423594,1953.0880374936783
270,2724.227946017044,1035.1148476644248,1865.7076160030256
271,2723.978890507351,1303.8420761993302,1865.533050333642
272,2723.7097070947584,1445.1745803448334,2046.2442844270308
273,2723.789500147456,1468.2511560120333,1875.681072441463
274,2562.580222528024,1468.2868507228704,2034.295355187676
275,2562.4913482982834,1468.2330858715038,2131.8809120864835
276,2622.8486980853418,1468.2028737965536,2131.8414593170096
277,2927.130713059913,1468.1202770740351,1948.8715388072105
278,2752.672174891113,1622.9054367365507,1948.873780534705
279,2894.2070156547634,1804.491811198542,1948.7061683667011
280,2894.2070156547634,1804.491811198542,1948.7061683667011
281,2769.2171900442027,1804.4840644535132,2110.476716574521
282,2666.86414830902,1804.6065393037256,2000.0407111340537
283,2268.1649980238944,1804.776633562583,2000.2227062014322
284,2376.6976672193287,1959.1376415214158,2000.0831837573626
285,2376.6976672193287,1959.1376415214158,2000.0831837573626
286,2394.692836733781,2113.3106305247184,2163.6227521477454
287,2294.158499175377,2113.439892008888,2059.200203158892
288,2013.4615454636782,2288.546708464586,1808.2334510748638
289,2013.5504631737226,2183.873210985126,1771.2244546786278
290,2116.8917417511893,2428.158124637849,1871.4548312791906
291,2117.112456362851,2392.732781948143,1680.7055427048551
292,2117.2745091693814,2250.9562929958292,1666.5939413125734
293,2296.804240414621,2232.7096706794887,1666.5559973691618
294,2488.120552500077,2232.5638019832068,1629.4628785903305
295,2488.109287076946,2246.6362174150736,1629.455148078054
296,2548.4293403810534,2423.5523712435142,1629.3307352795398
297,2647.961617415789,2554.2883946237157,1629.2113887971789
298,2647.853519676849,2700.097345022125,1629.137529961142
299,2222.448091270401,2801.070358432191,1629.283547390499
300,2029.4077842563493,2801.3438968295472,1465.9931777577747
301,2029.622448752725,2619.3132386363345,1304.6801544616662
302,2088.1219930005013,2619.2608568366413,1304.6633160424094
303,2087.995098674556,2809.6708466717273,1304.5734893181495
304,2203.8813229885573,3125.709063758603,1419.7060517476912
305,2203.9279122366756,3055.1160389499096,1419.7415422268282
306,2203.8907433423965,2806.320752841293,1621.2467621594442
307,2223.98128782639,2806.2502255599748,1711.4656934678046
308,2120.2617430821606,2806.2358543227706,1818.9301277376358
309,2316.0535049730843,2708.828211883764,1844.9591817859582
310,2079.7090734144927,2533.720395754486,1983.807876848415
311,2079.7627676061375,2533.7956931765657,1896.4079263937192
312,2221.771249757691,2359.6204597279916,1774.9271409434054
313,2221.8183512485502,2325.1214476303503,1774.9699302351712
314,2328.4685249836925,2325.2093060082943,1508.1424567798301
315,2049.5912706691975,2206.716831189944,1508.2936460816525
316,2076.388119316478,2316.4793427306786,1508.225497604705
317,2076.3400674028435,2355.4563096131037,1625.535962469377
318,1977.021237648363,2118.111697791027,1665.8664146435794
319,1976.9421334978242,2118.017687983096,1797.4024548395469
320,1976.9761199279208,1918.0081155444332,1939.0515049879195
321,1976.9761199279208,1918.0081155444332,1939.0515049879195
322,1899.9386407462628,1917.9500057939345,1954.1548573127993
323,2022.2598843093622,1917.8233568884984,2075.717730111064
324,2022.326666926768,1773.0719131654107,2136.1427503329473
325,2022.4228557809222,1583.2824937257674,2189.593735030087
326,2195.8178883864616,1412.0732158504607,4047.9602293127805
327,2356.380632518859,1612.0987845835377,4261.9614535104465
328,2474.7913562265035,1761.3068070291288,4059.0784366976
329,2601.0273692491905,1762.1022452046402,2188.3622977458313
330,2601.3338998820636,1762.2697237158368,1788.4926622374046
331,2583.6680200994,1650.0023181675979,1776.4693739719546
332,2455.7681643998694,1650.0070380197474,1947.049144991678
333,4741.89748210993,1648.9423676807032,1945.6128071204464
334,4742.284924530986,1439.619210218838,1945.7486381945982
335,4926.742390651973,1439.6097801086557,1828.343490226261
336,2699.9649450402535,1440.3850611953317,2036.391867952753
337,2712.1271678045414,1301.1815010404844,2036.4463475699213
338,2900.890940604847,1301.0654275758257,2287.462815311092
339,3108.416689379187,1300.976361757237,2346.6645286657313
340,3391.597950006488,1288.7678284571625,2673.2647042273607
341,3340.7464750285044,1288.8363975320137,2460.0727172808465
342,3480.6650186093325,1139.528450624177,2971.36805124619
343,3642.0633653287764,1139.3255657759994,3508.5833658243237
344,3434.7332013714013,1139.3218042250824,3830.3763888133585
345,3434.8378292079424,1139.3514460683061,3698.4224563391963
346,3348.5820328559025,1139.4787633238889,3198.2259708788943
347,3422.1537062865923,1139.49791399775,3087.258834977513
348,3594.7864737684495,1139.4398290782738,3087.0793204476777
349,3229.127948346488,1120.601073406488,3087.2536886852863
350,3108.114821916083,1120.6076415598204,3188.136899080311
351,3108.1028166241513,1120.6037505964534,3200.2323682094616
352,3107.8156955016007,1375.1092973999191,3199.951272587124
353,2721.702469314737,1372.1265491860236,3260.9583167894943
354,2719.510703500063,3517.303076127472,3587.3894577539577
355,2719.408386836376,3618.1121401596665,3611.4310415046525
356,3123.4567252532047,3718.8146953782502,3434.4446835780254
357,3123.8842260787496,1571.57325060141,5174.379301075668
358,3124.38981562075,1713.2985467283918,4404.67991258014
359,2992.4084346450754,1907.1045966527056,4221.976672550066
360,4657.208734230977,1967.267525653955,2469.7502929752245
361,4656.8949369651655,2052.502193580286,2633.311593861617
362,4549.85306828482,2052.783790446041,2426.3755775983927
363,2433.1469775286473,2054.2082464302166,2453.3466754059937
364,2433.151654374366,2364.5520429842604,2116.4804514623956
365,2433.120527961421,2364.5138655845667,2234.862884874913
366,2493.399452728103,2424.7893595645396,2274.993795447214
367,2624.008225376567,2424.5832008254706,2375.402151287523
368,2624.091513352788,2309.720439933578,2396.542697618221
369,2425.9812581769797,2474.8873773735677,2396.5466154269143
370,2162.083203786671,2652.3215065567974,2195.6770402287448
371,2162.1537224725244,2543.3895253189203,2105.2236099633583
372,2222.527871443631,2542.465976034341,2105.264740600667
373,2222.5977735467095,2502.3256250402105,2034.9393136368365
374,2473.126870700664,2502.161381570449,1927.364686322987
375,2473.0555939449705,2749.4888431200156,1763.741824429485
376,2513.024560154106,3082.367444970949,1763.5024315984695
377,2372.2620362885305,2887.8572924345285,1879.115056692156
378,2110.0247121147363,2746.0683465121992,1839.1896405022321
379,2109.9602703630453,2745.9812827151163,1949.6315375026848
380,2114.3337767992475,2745.7742221045037,2071.1566129542575
381,2174.519525181783,2950.5425169733558,2070.9673706272124
382,2174.412136698391,3120.9623058889256,2070.8544268484534
383,2114.1664437475524,3121.144308701999,1920.3242461405712
384,2677.682037314925,3176.018508976251,1919.918131304612
385,2498.2478503247644,3176.295487373119,1755.3238131010608
386,2733.954765685812,3050.985416923333,2863.0350543529153
387,4281.4165863893795,3189.492965172764,2776.0813229522405
388,4234.466707954307,3431.2040785147246,2775.932938399841
389,4082.21132976056,3343.3507432137244,2796.262266278302
390,2361.640647580608,3345.1600807135337,2692.817529859019
391,2459.1351304836144,3214.780216041186,2627.599561864118
392,2350.7401511621265,2883.136618600806,2590.6661778637554
393,2644.0850348332997,2770.3702552479244,2639.7724665828528
394,2522.1059317566705,2782.339982742935,2948.5828007338046
395,2533.1551682059685,2782.3022240977184,2983.7726872805415
396,2571.8969052266275,2635.57381198481,5793.246910025492
397,2612.262938517443,2435.452925769438,5793.498791455402
398,2703.9482524649497,2248.2094060485706,5918.216602642312
399,2869.937297932021,2248.0071357823845,6036.3243149781565
400,3001.866100177686,2313.068678459455,6015.733080724203
401,2941.374185125699,2545.461111731824,6056.229837541891
402,2949.520885559547,2545.532693264818,5954.903205367986
403,2949.588959368735,2419.3438057471258,6140.723144714422
404,2949.6822351785486,2379.2187328857576,6049.528372311748
405,2843.093299155989,2399.3844495156222,6017.2311154785775
406,3014.5652239804494,2399.322423831851,6017.061218232405
407,3237.598418256174,2259.938898962905,5920.916379623224
408,3277.8336170294665,2319.2959496698963,5920.773678221463
409,11371.041525936218,2168.41348000343,5999.786457858778
410,11443.65931208054,1914.3531701994496,6063.515576434187
411,11548.17719130483,2128.38965624156,6196.675884439942
412,3295.8018877627874,2203.586974381245,6557.511424888709
413,3194.2964809626924,2228.686964345832,6642.858094728395
414,3338.2913122422706,2270.501301497155,10241.474895489984
415,3311.3048980086114,5327.746869561784,10200.399939674226
416,3364.2523363312193,5554.172964484054,15846.86075289776
417,3639.0140047544123,7847.281279841058,15725.75484856713
418,3438.524256379159,7889.722739767059,15300.657975487753
419,3946.841757912587,7932.8709018974605,6788.023464058531
420,4148.98493785657,5762.352787174206,6933.051703930354
421,3700.425402714174,5763.330842602272,7088.948628809882
422,3887.347152211598,5707.446788685562,7277.041834397765
423,3730.50461642974,5474.45511939664,7185.967831157227
424,5726.742101386854,5428.732097822107,7343.2153852296115
425,5748.85627091929,5489.2438628565615,7343.014804679222
426,8875.105250475763,5612.013793530153,18311.489892639274
427,6916.3236343401695,5590.084009205636,18324.42224735901
428,7317.630494746914,5629.627533413372,18250.060724821073
429,16349.706645927823,5613.491985808751,7515.1432037009145
430,16315.014874001967,5744.985615083731,7515.235142200894
431,16337.155491021107,5911.573071329303,7555.018255797697
432,9687.797710919942,5911.260432390713,7301.158510838402
433,9501.538304457905,5826.630546351937,7301.819443654031
434,9835.070894174234,5871.486567645384,4516.947940275687
435,7506.197162638211,3059.1393444259784,4746.314128100885
436,7602.121759060737,3128.8153601269214,4913.899644175597
437,7572.628660397484,2970.1842050198525,4995.985617728461
438,10494.16510187094,2986.334157383728,4908.153437210707
439,14736.134253441265,3000.291235180106,4906.541487132176
440,14745.981338905387,3360.6441753111703,4947.243843786323
441,12569.69978227755,13444.262183378742,4817.051804028145
442,10179.88529709274,13547.075450749628,4588.213247689516
443,10097.353568251117,13566.86968336344,4696.600966582257
444,10253.23924582048,3526.3770456614056,15434.087025600744
445,10252.18413589535,3474.137182870797,15656.213384060839
446,6798.188909148233,13735.520239431306,14697.287192349448
447,6979.8728125983,13978.24653826236,4038.123892696268
448,6769.223913686815,14185.298101791861,4119.36565130789
449,6754.040739040712,4086.644648634406,4400.248630251819
450,6259.210089267107,5521.834346370259,4428.919258659937
451,6262.628701565784,5467.266990525255,4297.582385976369
452,6109.336744158538,5654.363506836446,4034.4164262855106
453,6171.349239725044,4243.51805070252,4072.8634542654077
454,6180.940319511847,4092.5572750315687,3878.386227514539
455,6192.71084536306,4193.324377272402,4025.4770518468404
456,5826.81556533599,4279.895905482728,4025.781119058108
457,5983.067952045201,4393.612843755931,4364.651855238432
458,6191.471522163175,6742.415977620942,4194.2155004507695
459,5986.7611007048135,8840.678414933163,3759.2981647014376
460,5798.243706753722,8541.056035335763,3874.50367707299
461,8009.453575342792,5730.5485262763505,3935.4229015012834
462,8156.022546230053,5609.8955097175685,4028.341947161667
463,7894.377389579929,15854.104967910658,4233.918156008011
464,5616.301626206108,16006.18850159798,6341.805877060496
465,5839.7738649629055,16016.063962827597,6029.4341852337575
466,6212.6707434251675,5729.563338200939,6292.839720986878
467,6455.413342966283,5832.8448110348545,4297.4924209808805
468,6349.303582838467,5804.174069950142,9032.738181003186
469,4083.3130336949275,5732.6299831825,9181.355542912443
470,7346.2063024297195,5587.610668293415,9208.322299740446
471,7474.594200151699,5732.887577458133,10901.025219503037
472,7597.176051348206,5567.510324978926,10962.891735918256
473,7637.9206207360885,7608.937850205397,10764.487981296883
474,7798.741160003017,7860.932590512828,9097.42756549312
475,7927.538895719699,9394.027190795267,8951.185472225688
476,7827.198846047091,7457.907353064715,18281.174298898357
477,7801.831422099649,7511.791030395414,20427.838285118443
478,7907.184896305954,6104.826961711123,20259.32448184411
479,8073.474833285912,5935.072045167671,10681.267843546651
480,9949.19867812472,6021.118052332766,12825.4517697671
481,10099.939575652117,6156.868514423757,12701.407885906081
482,7963.267450760856,6068.670464478468,12804.172552812423
483,7742.468482538305,9525.599057304738,11045.005416686705
484,15349.031232619756,9465.211991688815,11201.930299220443
485,23815.18052010468,9333.028610808416,13023.780904460687
486,23766.248429956308,7610.215643230105,12933.776045351087
487,15951.189255560437,7817.15569223859,12963.155386044209
488,7826.320199581091,8368.894197217747,9867.773829054826
489,7778.3697021511325,8789.164235124863,8070.87865664312
490,4867.572347266986,8754.101817270206,8397.534561629713
491,5359.971911508883,8767.880751980229,8335.52413905359
492,15218.119411572963,9820.681303559359,8316.72697810908
493,15614.320036272107,9565.055815551828,8468.3512803921
494,16174.183011517876,9258.254999002384,11275.56648497519
495,5672.509036967476,9310.51236706148,11550.364342698445
496,13895.469158002541,9281.241699915388,11391.09636673053
497,13536.803892649561,9184.757935831498,9349.949313829578
498,13192.732217019746,8338.633914327704,9381.0472724791
499,4999.789853585218,8107.075866886369,9301.572235545294
500,4726.912207862389,8024.931193390354,9339.485608649611
501,4525.068305641153,7766.5086852500735,9492.845915178676
502,6578.086905800869,7800.615192677205,11274.60727775746
503,6970.379867378438,4933.07151175725,11189.662705476616
504,7021.060939786939,4988.919033174673,11180.639516656065
505,6918.279301661002,5076.220920341243,9804.748477970568
