time,voltage
0,251.9389116088071
1,251.94167656461605
2,251.904328587536
3,251.8545335463888
4,251.83838713281855
5,251.8888763772783
6,251.8685957196396
7,251.824734516815
8,251.83013486516484
9,250.7006122512893
10,251.67671799680915
11,251.68256242250658
12,251.71818041474174
13,251.7232051633737
14,251.72106287023965
15,251.74770226255757
16,251.801910969092
17,251.801910969092
18,251.7995748642647
19,251.72338045215406
20,251.72338045215406
21,251.7238441117389
22,251.67072412493025
23,251.60149223335495
24,251.61744157162477
25,251.645489003299
26,251.64504905727537
27,251.64504905727537
28,251.59322044238266
29,251.60248979414015
30,251.58557870810597
31,251.58068941115786
32,251.57664732978742
33,251.57742448464316
34,251.57642338019292
35,251.59270810677222
36,251.5519072015824
37,251.55060016963722
38,251.55060016963722
39,251.50141795722158
40,251.50251027879833
41,251.50930477832537
42,251.44890326025197
43,251.3722235451318
44,251.44678562423564
45,251.51022763222983
46,251.5928262634523
47,251.5928262634523
48,251.6329637309781
49,251.59218920075313
50,251.60144056547304
51,251.621770781685
52,251.62044019074548
53,251.64211968148527
54,251.67262375518484
55,251.51446490923345
56,251.55089606077652
57,251.56077204666101
58,251.49726623038225
59,251.49949285324317
60,251.4574324431705
61,251.62613665329496
62,251.64551248852987
63,251.67932390532144
64,251.6810453567365
65,251.67357419880705
66,251.65623816695714
67,251.77870912510912
68,251.8147334184268
69,251.87026812432518
70,251.8564434573358
71,251.83109038657412
72,251.8828782771358
73,251.85323023112323
74,251.85323023112323
75,251.8286681520054
76,251.81137175191463
77,251.8006383492245
78,251.73490143072783
79,251.70191487085023
80,251.67498284248643
81,251.57051189031876
82,251.59249402388397
83,251.5403448257788
84,251.5616128505476
85,251.45562780710992
86,251.49726395715894
87,251.3633005807251
88,251.26580040369652
89,251.26580040369652
90,251.12314165401096
91,251.05707175653862
92,251.05707175653862
93,251.09285651365616
94,251.07390032087187
95,251.09980398476304
96,251.08713522650012
97,251.0578121345921
98,251.01117061280334
99,250.92358951448298
100,251.0414637265422
101,251.12402188531652
102,251.1065931599207
103,251.14773587464236
104,251.1405832048089
105,251.14084997417697
106,251.24597168733607
107,251.31450015086548
108,251.42409352794866
109,251.62984332967383
110,251.57883335464422
111,251.59308868387578
112,251.56980514772658
113,251.61279724395052
114,251.62760639928237
115,251.6278823446583
116,251.54064418926083
117,251.57199504650976
118,251.4996769328832
119,251.52107214006733
120,251.78172211248832
121,251.78576851869096
122,251.6964197071108
123,251.61151400779028
124,251.61151400779028
125,251.61910356624006
126,251.61910356624006
127,251.61910356624006
128,251.62753947256138
129,251.6705704318953
130,251.85929806001107
131,251.8266435896114
132,251.81543685641915
133,251.76103088436668
134,251.68501488549836
135,251.68501488549836
136,251.75861856900255
137,251.73827945219625
138,251.74291463739044
139,251.7342279730708
140,251.74484347379766
141,251.6823039464511
142,251.68995816447702
143,251.68380189328292
144,251.75747980866763
145,251.85744668014806
146,251.88511134746525
147,251.7454385862376
148,251.8550623907617
149,251.82929304036819
150,251.80742724671052
151,251.76019431570688
152,251.76388931920332
153,251.6209490697182
154,251.6209490697182
155,251.66800799834905
156,251.57770030515954
157,251.5740324490603
158,251.5740324490603
159,251.52484044665982
160,251.51640073294183
161,251.60630308964826
162,251.59870546192792
163,251.635393484033
164,251.62854834616533
165,251.5742981158504
166,251.5940182360876
167,251.6714970350524
168,251.59474084633058
169,251.66457495276487
170,251.6249984426592
171,251.7051266375139
172,251.71860519440202
173,251.72006688574334
174,251.6634226908324
175,251.56384505867885
176,251.56709061514448
177,251.52509772201896
178,251.61236956532215
179,251.6076058176667
180,251.5769026840694
181,251.62385282481165
182,251.6329292728699
183,251.56126271811323
184,251.5589486238414
185,251.51714541775357
186,251.51826121175853
187,251.59316254362392
188,251.56221820677987
189,251.57095411840453
190,251.46145068588774
191,251.41177528404936
192,251.41177528404936
193,251.27839400685758
194,251.31562707988417
195,251.3068646386123
196,251.30961829252573
197,251.43843078965375
198,251.43214820016317
199,251.4344878128578
200,251.43302906931558
201,251.46580821695503
202,251.46099972300016
203,251.4256513352125
204,251.624481945254
205,251.6599429544686
206,251.79155186806585
207,251.79530322041498
208,251.79897996965607
209,251.79495886591135
210,251.81695055556474
211,251.84810597260105
212,251.8911972271179
213,251.87413057547124
214,251.8670581662433
215,251.94759368479149
216,251.9527697659678
217,252.0832107089262
218,252.11929118252175
219,252.1041280077747
220,252.13221341197814
221,252.07507269995367
222,252.00480770271312
223,252.0821152340082
224,252.0627338850007
225,252.10372325179603
226,251.9153430891959
227,251.95747129788128
228,251.9630816678231
229,251.9594430200892
230,251.97060160626273
231,251.95936026522037
232,251.93155471654683
233,251.95051364592965
234,251.97031307798
235,251.82265400953526
236,251.82758150431573
237,251.74709735107075
238,251.73632939635075
239,251.72810615833674
240,251.52541520737236
241,251.49264523028356
242,251.51912739583724
243,251.57445358824359
