hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
19,1440,-9.76072,-3.21694,-10.7319,-3.48555,-12.6878,-4.14751
19,1500,-9.74137,-3.19513,-10.9963,-3.5814,-10.4454,-3.42516
19,1560,-9.5154,-3.13515,-8.03754,-2.63184,-10.5208,-3.41973
19,1620,-9.63848,-3.14988,-11.3719,-3.71359,-8.82313,-2.90197
19,1680,-9.66455,-3.15096,-12.6587,-4.12661,-8.5534,-2.82356
19,1740,-10.2767,-3.34765,-12.6277,-4.12046,-8.54253,-2.81854
19,1800,-12.8515,-4.17163,-12.9813,-4.25704,-8.49371,-2.79427
19,1860,-12.4507,-4.0269,-14.5513,-4.76577,-7.79264,-2.57621
19,1920,-14.4951,-4.68191,-14.4489,-4.75065,-7.78789,-2.56682
19,1980,-14.1849,-4.58646,-14.2283,-4.6744,-7.9324,-2.61421
19,2040,-15.0148,-4.86501,-12.059,-3.97569,-7.79671,-2.55542
19,2100,-12.9119,-4.18946,-12.1946,-4.00532,-7.70386,-2.53299
19,2160,-13.3399,-4.30704,-14.8464,-4.87229,-7.5889,-2.50696
19,2220,-13.1686,-4.25547,-14.0908,-4.62445,-7.5545,-2.49377
19,2280,-13.0832,-4.22644,-14.3453,-4.70631,-7.34425,-2.42676
19,2340,-13.3756,-4.32119,-14.1981,-4.66144,-7.29388,-2.40817
19,2400,-13.6671,-4.41622,-14.2468,-4.67753,-7.31355,-2.41485
19,2460,-13.7763,-4.42364,-14.671,-4.83861,-4.74817,-1.57172
19,2520,-13.3651,-4.29122,-15.0583,-4.96036,-4.7978,-1.59034
19,2580,-12.9442,-4.159,-14.7275,-4.85034,-4.76385,-1.57838
19,2640,-12.4746,-4.00635,-14.5879,-4.80407,-4.60381,-1.52564
19,2700,-12.4773,-4.00819,-14.2071,-4.68088,-4.50194,-1.49091
19,2760,-13.7262,-4.39664,-14.1795,-4.68929,-4.57405,-1.51151
19,2820,-13.7705,-4.4344,-11.097,-3.68259,-4.57895,-1.50348
19,2880,-13.527,-4.35962,-10.9172,-3.62113,-4.53418,-1.48902
19,2940,-11.752,-3.79604,-10.9859,-3.62967,-4.59101,-1.51168
19,3000,-11.8582,-3.82757,-11.284,-3.72814,-4.34961,-1.43367
19,3060,-13.8318,-4.4856,-11.1316,-3.67562,-7.7326,-2.53153
19,3120,-13.7699,-4.47085,-10.6537,-3.51786,-7.89124,-2.58078
19,3180,-13.3945,-4.33708,-12.9301,-4.25621,-7.94718,-2.6124
19,3240,-11.0815,-3.59261,-13.201,-4.32624,-8.01225,-2.64246
19,3300,-11.0537,-3.58411,-13.165,-4.31397,-8.04031,-2.65164
19,3360,-11.1657,-3.63461,-10.5027,-3.45199,-7.83415,-2.57019
19,3420,-8.86723,-2.8956,-10.3368,-3.38154,-7.70624,-2.53575
19,3480,-8.71852,-2.85223,-9.21477,-3.01871,-7.8385,-2.5725
19,3540,-8.33783,-2.73073,-9.20337,-3.01153,-8.38522,-2.75174
20,0,-11.494,-3.75242,-9.3931,-3.09049,-8.36104,-2.73379
20,60,-11.8226,-3.87488,-9.91108,-3.25,-10.9866,-3.58525
20,120,-11.9432,-3.91447,-9.78098,-3.20803,-11.0835,-3.61566
20,180,-12.3904,-4.05839,-9.9328,-3.26034,-11.0723,-3.61083
20,240,-12.6379,-4.1409,-10.0093,-3.285,-11.4567,-3.73467
20,300,-15.0737,-4.92747,-10.2768,-3.38595,-11.7243,-3.8104
20,360,-15.2987,-4.9988,-10.2937,-3.39351,-11.6434,-3.78326
20,420,-15.7366,-5.12539,-12.5342,-4.12249,-11.7263,-3.82648
20,480,-13.2931,-4.34969,-12.5315,-4.0972,-13.4676,-4.40266
20,540,-13.4514,-4.40887,-11.0971,-3.63444,-13.487,-4.3956
20,600,-13.4524,-4.42048,-8.87527,-2.91644,-13.2294,-4.29393
20,660,-13.9872,-4.5557,-9.15397,-3.02628,-7.95577,-2.59401
20,720,-13.8791,-4.52146,-9.1632,-3.02847,-7.99521,-2.60692
20,780,-13.9585,-4.54781,-8.82692,-2.91962,-7.77557,-2.53339
20,840,-14.4283,-4.67606,-8.94073,-2.96925,-5.49663,-1.79474
20,900,-17.8814,-5.78095,-8.75723,-2.92368,-5.00855,-1.63033
20,960,-20.023,-6.45937,-8.56549,-2.87183,-5.00044,-1.62276
20,1020,-20.206,-6.51702,-8.71566,-2.92236,-5.05523,-1.64044
20,1080,-20.0972,-6.4848,-8.60111,-2.88317,-5.2161,-1.69212
20,1140,-20.5555,-6.6298,-8.85071,-2.96764,-5.14734,-1.67038
20,1200,-17.3586,-5.61884,-9.06945,-3.02091,-5.12575,-1.67157
20,1260,-16.9086,-5.45913,-10.6573,-3.54311,-4.56632,-1.4953
20,1320,-16.9417,-5.47269,-10.7459,-3.57087,-4.96495,-1.62524
20,1380,-16.6842,-5.38209,-12.5442,-4.15688,-5.0636,-1.66416
20,1440,-16.6829,-5.39302,-10.886,-3.61405,-4.94569,-1.6203
20,1500,-16.4814,-5.32709,-10.9212,-3.62532,-4.82011,-1.57972
20,1560,-15.8735,-5.13981,-8.5247,-2.8371,-4.35008,-1.42022
20,1620,-15.7362,-5.11121,-8.61176,-2.85884,-6.47692,-2.11157
20,1680,-15.4799,-5.02861,-8.81495,-2.92469,-6.46204,-2.1074
20,1740,-15.4138,-5.00647,-8.79445,-2.91873,-6.48929,-2.11594
20,1800,-15.0627,-4.88231,-8.42832,-2.80164,-4.40996,-1.4404
20,1860,-15.1354,-4.90444,-8.41531,-2.7983,-4.28718,-1.39985
20,1920,-15.2622,-4.94807,-8.09548,-2.69273,-4.39568,-1.43402
20,1980,-14.6599,-4.75369,-8.36386,-2.77788,-4.39536,-1.4364
20,2040,-15.0158,-4.86758,-8.29515,-2.75743,-4.42692,-1.44573
20,2100,-9.57591,-3.11493,-8.6078,-2.83858,-4.55031,-1.49471
20,2160,-10.1066,-3.28566,-8.72739,-2.88075,-4.75539,-1.5606
20,2220,-10.7889,-3.51458,-8.67478,-2.86192,-6.74558,-2.20821
20,2280,-10.6689,-3.44501,-15.2255,-4.98834,-6.62978,-2.19506
20,2340,-10.4313,-3.36974,-15.0202,-4.9203,-6.70903,-2.22037
20,2400,-10.1091,-3.26043,-14.9727,-4.90841,-5.09537,-1.69032
20,2460,-10.0948,-3.27518,-11.6234,-3.82005,-5.88411,-1.93941
20,2520,-12.5952,-4.09166,-11.4984,-3.78386,-5.88973,-1.93932
20,2580,-12.4141,-4.03373,-11.2431,-3.69899,-5.70304,-1.8786
20,2640,-12.6244,-4.10116,-11.2354,-3.69804,-5.76335,-1.89783
20,2700,-12.4954,-4.06221,-11.067,-3.6406,-5.98357,-1.96983
20,2760,-12.4948,-4.0618,-11.1803,-3.67685,-6.01638,-1.98117
20,2820,-12.6054,-4.09791,-11.3272,-3.72457,-6.207,-2.0438
20,2880,-12.6468,-4.11017,-11.431,-3.75876,-6.09887,-2.00883
20,2940,-13.0159,-4.22998,-11.4696,-3.77258,-6.24969,-2.05759
20,3000,-12.6713,-4.11871,-11.4535,-3.76414,-6.12047,-2.017
20,3060,-12.6232,-4.09082,-13.5671,-4.45033,-5.71509,-1.89216
20,3120,-14.9828,-4.82789,-15.7688,-5.18235,-5.70677,-1.89145
20,3180,-15.1176,-4.87164,-15.7717,-5.18424,-5.7066,-1.89132
20,3240,-15.0673,-4.86918,-13.5921,-4.48015,-5.66268,-1.86898
20,3300,-12.343,-4.01217,-11.2989,-3.71258,-5.53176,-1.82456
20,3360,-12.2439,-3.98066,-11.4494,-3.76054,-5.68816,-1.87641
20,3420,-12.0079,-3.91575,-11.4528,-3.75058,-7.61576,-2.50813
20,3480,-9.20645,-3.00499,-10.756,-3.51938,-7.70048,-2.5344
20,3540,-9.2291,-3.01094,-10.8982,-3.56609,-7.63565,-2.51392
21,0,-9.6992,-3.15482,-11.0098,-3.61199,-6.21202,-2.04742
21,60,-8.62025,-2.81524,-8.75958,-2.87498,-6.12236,-2.01253
21,120,-8.58273,-2.81259,-9.02403,-2.95341,-9.04645,-2.96766
21,180,-10.7439,-3.53116,-8.90935,-2.9167,-11.7736,-3.84194
21,240,-10.7454,-3.52649,-9.27391,-3.03643,-11.254,-3.677
21,300,-10.8811,-3.57139,-9.51698,-3.11551,-11.4811,-3.75091
21,360,-9.13766,-3.00455,-9.42747,-3.0739,-11.5509,-3.7832
21,420,-9.25264,-3.04265,-9.36625,-3.0546,-11.6121,-3.80212
21,480,-9.30207,-3.0612,-8.88532,-2.89976,-11.6746,-3.81818
21,540,-9.18033,-3.0228,-8.71493,-2.84335,-11.7784,-3.85115
21,600,-9.10996,-2.99928,-8.80014,-2.87114,-11.7787,-3.85169
21,660,-9.02307,-2.97161,-9.04657,-2.95059,-12.148,-3.97235
21,720,-10.0526,-3.31063,-9.04404,-2.95195,-12.4756,-4.07494
21,780,-9.90313,-3.25969,-8.89232,-2.90367,-12.0489,-3.93684
21,840,-9.81654,-3.23061,-9.17415,-2.99468,-12.214,-3.99251
21,900,-9.99799,-3.29215,-9.03572,-2.94972,-12.5049,-4.0848
21,960,-10.0605,-3.30823,-9.75366,-3.18391,-12.2925,-4.02039
21,1020,-10.06,-3.31531,-9.65766,-3.14784,-13.3456,-4.36024
21,1080,-10.1854,-3.35517,-9.79882,-3.19389,-13.3611,-4.36633
21,1140,-10.0324,-3.30648,-12.1538,-3.94156,-15.6317,-5.12091
21,1200,-10.7117,-3.52443,-11.6737,-3.79761,-14.5799,-4.77237
21,1260,-9.5262,-3.13897,-11.5451,-3.74671,-14.838,-4.86171
21,1320,-9.56084,-3.13181,-11.5252,-3.75624,-10.0511,-3.30763
21,1380,-11.1793,-3.63577,-11.2675,-3.70105,-6.77003,-2.22837
21,1440,-10.7876,-3.50816,-12.0033,-3.93766,-6.79128,-2.23884
21,1500,-10.4799,-3.41137,-11.6802,-3.83537,-6.74413,-2.21887
21,1560,-8.65095,-2.82594,-11.4435,-3.74297,-7.29895,-2.40599
21,1620,-8.66996,-2.83364,-11.4307,-3.73748,-7.57679,-2.49696
21,1680,-8.76157,-2.86388,-11.0772,-3.62383,-7.51406,-2.47477
21,1740,-9.01504,-2.94652,-11.1515,-3.64913,-7.6262,-2.51089
21,1800,-9.02326,-2.94668,-11.3022,-3.69915,-7.20101,-2.37282
21,1860,-10.7374,-3.5049,-9.51926,-3.12907,-7.26143,-2.38138
21,1920,-12.841,-4.18301,-9.33938,-3.08249,-7.27316,-2.37781
21,1980,-15.4198,-5.01917,-9.49438,-3.14077,-6.87684,-2.24593
21,2040,-13.6942,-4.46554,-9.49135,-3.12932,-6.90626,-2.26101
21,2100,-14.0284,-4.58641,-9.49402,-3.12434,-8.66888,-2.83216
21,2160,-11.9361,-3.89956,-9.61308,-3.16139,-8.30511,-2.71671
21,2220,-11.8648,-3.87775,-9.68594,-3.18444,-8.51812,-2.78602
21,2280,-9.3704,-3.06122,-9.73741,-3.1932,-6.8479,-2.25151
21,2340,-9.07853,-2.96697,-9.64102,-3.16012,-6.814,-2.24094
21,2400,-9.47596,-3.09712,-9.77015,-3.20275,-7.13525,-2.34549
21,2460,-11.4899,-3.7291,-12.7465,-4.1806,-6.91347,-2.28012
21,2520,-10.3416,-3.35864,-12.8173,-4.19623,-7.14775,-2.35948
21,2580,-10.142,-3.28765,-14.9702,-4.89267,-7.24638,-2.39958
21,2640,-8.03231,-2.61328,-14.6101,-4.75305,-7.28574,-2.4183
21,2700,-7.95381,-2.60154,-14.9855,-4.85495,-10.3383,-3.42247
21,2760,-7.97789,-2.61149,-13.4827,-4.37264,-10.0758,-3.32951
21,2820,-8.12545,-2.65827,-13.9486,-4.52478,-10.1101,-3.34171
21,2880,-8.13643,-2.66237,-13.7859,-4.47426,-10.2129,-3.37331
21,2940,-8.36895,-2.73165,-15.95,-5.17263,-10.1656,-3.3675
21,3000,-8.62392,-2.81607,-15.6391,-5.07655,-10.2304,-3.38499
21,3060,-7.79603,-2.5471,-15.3584,-4.98339,-9.76517,-3.23378
21,3120,-7.54224,-2.46091,-16.0326,-5.19006,-9.77287,-3.24668
21,3180,-7.46852,-2.43745,-16.2325,-5.25084,-10.0474,-3.33902
21,3240,-7.58197,-2.47352,-15.7121,-5.08694,-9.6218,-3.19629
21,3300,-8.07873,-2.63487,-15.9085,-5.15449,-9.68212,-3.21482
21,3360,-8.22576,-2.67661,-18.8997,-6.11357,-9.8718,-3.29029
21,3420,-8.15778,-2.6539,-19.1397,-6.18859,-9.89983,-3.30154
21,3480,-10.5193,-3.4119,-19.1269,-6.21331,-9.92786,-3.2988
21,3540,-13.9142,-4.50187,-18.9256,-6.18166,-10.2815,-3.40007
22,0,-14.1957,-4.59372,-18.582,-6.07533,-10.4503,-3.45095
22,60,-11.6287,-3.76846,-14.4276,-4.73454,-6.68868,-2.20702
22,120,-11.7443,-3.79645,-17.4005,-5.69539,-6.75952,-2.24069
22,180,-11.7834,-3.80918,-17.4058,-5.69748,-6.67904,-2.21412
22,240,-14.3139,-4.6079,-17.3594,-5.71392,-6.61297,-2.18392
22,300,-14.5324,-4.69042,-14.7419,-4.86499,-6.66815,-2.1929
22,360,-14.3209,-4.62001,-16.0734,-5.29405,-6.991,-2.3042
22,420,-16.3943,-5.28522,-16.0752,-5.30756,-7.1351,-2.34682
22,480,-16.4627,-5.30718,-16.126,-5.32444,-7.24588,-2.38289
22,540,-16.4143,-5.30087,-14.0357,-4.642,-7.07982,-2.32229
22,600,-14.306,-4.62458,-14.0934,-4.64768,-7.03859,-2.31368
22,660,-13.9481,-4.51669,-13.1222,-4.32836,-7.17782,-2.3552
22,720,-13.8623,-4.51708,-7.80682,-2.58705,-7.04538,-2.29084
22,780,-14.1856,-4.6215,-7.86228,-2.60565,-6.79432,-2.21021
22,840,-13.9484,-4.55992,-7.98743,-2.63981,-8.61949,-2.79851
22,900,-14.1833,-4.63614,-8.06733,-2.66704,-8.58319,-2.78546
22,960,-13.7111,-4.4834,-7.82083,-2.58414,-8.45684,-2.74607
22,1020,-13.1411,-4.28439,-7.84585,-2.59606,-6.63391,-2.16082
22,1080,-15.1275,-4.93332,-8.00072,-2.64897,-6.79995,-2.21386
22,1140,-12.2032,-3.98809,-8.15906,-2.68774,-6.7643,-2.21192
22,1200,-9.95611,-3.26075,-8.23641,-2.70149,-6.43861,-2.11325
22,1260,-9.73022,-3.18852,-6.93215,-2.27849,-5.84295,-1.91309
22,1320,-9.69785,-3.17724,-7.04912,-2.31613,-5.84188,-1.91385
22,1380,-10.3583,-3.39064,-7.0884,-2.33259,-5.67851,-1.85878
22,1440,-10.3541,-3.3911,-7.22412,-2.37505,-6.01011,-1.96768
22,1500,-9.78342,-3.2062,-7.03635,-2.31113,-5.99121,-1.96278
22,1560,-9.73799,-3.19027,-7.39333,-2.42769,-5.99129,-1.96419
22,1620,-10.0982,-3.30821,-7.35751,-2.41722,-6.02679,-1.97457
22,1680,-13.1257,-4.28678,-7.4501,-2.45996,-5.8976,-1.92485
22,1740,-13.1513,-4.29355,-7.38972,-2.44096,-5.64394,-1.84237
22,1800,-12.9682,-4.23264,-7.88167,-2.60203,-5.49919,-1.79647
22,1860,-12.5341,-4.0907,-8.09863,-2.67155,-5.37305,-1.75752
22,1920,-12.6989,-4.14648,-8.02129,-2.64601,-5.73502,-1.87442
22,1980,-12.6271,-4.12462,-7.99974,-2.63821,-5.94851,-1.94369
22,2040,-9.84888,-3.24115,-7.65752,-2.51025,-10.1941,-3.32014
22,2100,-9.93724,-3.26947,-7.89284,-2.5875,-10.2271,-3.33135
22,2160,-9.26442,-3.05091,-7.92059,-2.59274,-10.4166,-3.39568
22,2220,-9.19734,-3.00296,-10.0753,-3.30661,-6.39104,-2.09838
22,2280,-8.97094,-2.93148,-9.90816,-3.25011,-6.6596,-2.18584
22,2340,-8.82001,-2.87097,-12.86,-4.20369,-6.89129,-2.27743
22,2400,-9.27916,-3.01349,-14.419,-4.71312,-6.68936,-2.21458
22,2460,-9.11701,-2.9612,-14.2823,-4.66851,-6.6644,-2.206
22,2520,-8.73577,-2.82793,-16.1125,-5.25363,-6.4573,-2.14763
22,2580,-8.62372,-2.79777,-14.0699,-4.59353,-6.4812,-2.14883
22,2640,-8.68626,-2.81795,-13.8881,-4.53574,-6.44081,-2.13466
22,2700,-16.5007,-5.30882,-11.9982,-3.98648,-6.51248,-2.12556
22,2760,-16.2197,-5.21352,-12.1724,-4.044,-6.0954,-1.99135
22,2820,-16.2306,-5.16644,-24.5704,-8.05276,-6.86706,-2.27994
22,2880,-10.2006,-3.2797,-24.676,-8.00637,-6.98799,-2.33978
22,2940,-9.77281,-3.14426,-24.399,-7.91303,-6.96922,-2.33347
22,3000,-11.7084,-3.79627,-12.3583,-4.06524,-6.98007,-2.29411
22,3060,-11.288,-3.65399,-12.5558,-4.13022,-6.20913,-2.04444
22,3120,-11.1856,-3.62129,-12.52,-4.11802,-6.22587,-2.04975
22,3180,-9.38298,-3.04907,-10.7296,-3.52447,-6.00324,-1.97621
22,3240,-9.34187,-3.03551,-10.5739,-3.47354,-5.91864,-1.94858
22,3300,-7.01959,-2.28681,-10.6197,-3.47204,-5.8216,-1.92363
22,3360,-7.11986,-2.31974,-10.7976,-3.52972,-5.98325,-1.97697
22,3420,-6.88545,-2.24538,-10.5052,-3.43319,-5.9897,-1.97851
22,3480,-7.02847,-2.29195,-10.5696,-3.4544,-6.07423,-2.00631
22,3540,-7.19589,-2.35643,-7.39927,-2.42831,-6.20251,-2.03362
23,0,-7.23413,-2.36763,-7.76648,-2.54828,-6.31956,-2.07315
23,60,-7.02399,-2.29076,-7.17396,-2.36099,-3.71805,-1.22146
23,120,-6.66571,-2.17438,-7.21509,-2.37302,-3.67789,-1.20897
23,180,-6.8557,-2.23616,-7.22378,-2.37632,-3.67776,-1.20899
23,240,-6.66246,-2.17415,-7.31553,-2.40483,-3.87056,-1.27279
23,300,-6.54037,-2.13326,-7.59175,-2.49489,-3.81,-1.25398
23,360,-6.50352,-2.12056,-7.81856,-2.56932,-3.70195,-1.21894
23,420,-6.70125,-2.18496,-7.71682,-2.53711,-3.70197,-1.21814
23,480,-6.58164,-2.12763,-14.4872,-4.72664,-3.74878,-1.2491
23,540,-6.44873,-2.08391,-14.7653,-4.81644,-3.66979,-1.2231
23,600,-6.73545,-2.17462,-15.0291,-4.90455,-3.67136,-1.22369
23,660,-7.21992,-2.35497,-6.50635,-2.14389,-3.69081,-1.21086
23,720,-7.15926,-2.33545,-6.52619,-2.14977,-3.75087,-1.23099
23,780,-6.93977,-2.26467,-6.75319,-2.22259,-4.04847,-1.32927
23,840,-8.98653,-2.93498,-6.59031,-2.17174,-4.04901,-1.32781
23,900,-8.93339,-2.92471,-6.3062,-2.0744,-5.96619,-1.95343
23,960,-9.16185,-2.9986,-6.12903,-2.01777,-6.00822,-1.96628
23,1020,-7.08255,-2.31868,-6.00658,-1.97502,-6.13842,-2.00963
23,1080,-5.62219,-1.84068,-6.15991,-2.02283,-4.35885,-1.43133
23,1140,-5.71417,-1.87097,-6.08877,-1.99992,-4.44951,-1.46054
23,1200,-8.00587,-2.62046,-5.95625,-1.95985,-4.21911,-1.38377
23,1260,-5.668,-1.85111,-5.37848,-1.77121,-3.02705,-0.994114
23,1320,-5.9832,-1.95463,-5.36057,-1.76559,-3.02613,-0.99338
23,1380,-5.83064,-1.90498,-5.38155,-1.77155,-3.0259,-0.993876
23,1440,-5.89077,-1.92371,-5.4832,-1.8056,-2.77816,-0.912702
23,1500,-5.86646,-1.91588,-5.48174,-1.80496,-2.76792,-0.909368
23,1560,-6.16039,-2.0114,-5.5542,-1.82947,-2.91036,-0.955726
23,1620,-6.27902,-2.05121,-5.22735,-1.72231,-3.053,-1.0017
23,1680,-6.46551,-2.11283,-5.06584,-1.66941,-3.07327,-1.00789
23,1740,-8.12494,-2.65654,-5.09522,-1.67981,-2.9727,-0.974955
23,1800,-8.32175,-2.72096,-4.94804,-1.63174,-2.85327,-0.935448
23,1860,-8.14095,-2.66379,-4.24945,-1.40157,-2.85364,-0.934762
23,1920,-5.94997,-1.94786,-4.10013,-1.35004,-3.06871,-1.00612
23,1980,-5.66037,-1.85391,-3.99963,-1.31654,-3.12979,-1.02621
23,2040,-5.78288,-1.89378,-3.99931,-1.31693,-3.15015,-1.03265
23,2100,-5.83513,-1.9298,-3.78806,-1.23935,-11.4868,-3.73629
23,2160,-5.31793,-1.76017,-3.72781,-1.21849,-11.6525,-3.79107
23,2220,-7.57439,-2.50132,-3.86808,-1.26662,-11.6104,-3.77507
23,2280,-7.59481,-2.48761,-4.02841,-1.3274,-3.15518,-1.03369
23,2340,-7.53018,-2.46584,-4.04473,-1.3331,-2.98313,-0.977383
23,2400,-5.55971,-1.82686,-4.14376,-1.3613,-5.83546,-1.90878
23,2460,-4.99653,-1.6437,-3.5935,-1.17926,-5.7474,-1.88
23,2520,-4.56835,-1.50272,-3.72586,-1.22209,-5.74797,-1.88139
23,2580,-4.62834,-1.52261,-3.67466,-1.20567,-5.84954,-1.91398
23,2640,-4.7537,-1.56425,-3.46381,-1.13656,-5.91553,-1.93491
23,2700,-4.5734,-1.50522,-3.41438,-1.11993,-5.91579,-1.93534
23,2760,-4.23075,-1.39229,-3.50906,-1.15037,-5.80484,-1.90034
23,2820,-4.27026,-1.4053,-3.45343,-1.13226,-5.80495,-1.90025
23,2880,-4.40259,-1.44815,-3.37432,-1.107,-5.62608,-1.84147
23,2940,-4.18411,-1.3752,-5.84589,-1.9148,-5.80013,-1.90246
23,3000,-4.18275,-1.37517,-5.84715,-1.91548,-5.83592,-1.91363
23,3060,-4.32457,-1.4212,-5.99227,-1.96329,-5.82552,-1.91043
23,3120,-3.8481,-1.26624,-3.66917,-1.20239,-5.58885,-1.83062
23,3180,-4.08034,-1.34142,-3.7221,-1.22058,-5.52789,-1.81083
23,3240,-3.82618,-1.25463,-6.07225,-1.98595,-5.52472,-1.81655
23,3300,-3.8068,-1.24846,-6.07189,-1.98596,-5.52483,-1.81642
23,3360,-3.72585,-1.22141,-6.07201,-1.98632,-5.36251,-1.7633
23,3420,-3.94345,-1.29619,-3.82212,-1.25389,-5.29938,-1.73605
23,3480,-3.80521,-1.25102,-3.72823,-1.22254,-5.2994,-1.73646
23,3540,-3.52336,-1.15867,-3.72848,-1.22214,-5.29964,-1.73696
24,0,-3.72013,-1.21886,-3.66479,-1.20475,-2.33686,-0.767751
