hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0,1740,251.536,90.0295,0,0,0.234349,71.8344,0.234349,-108.166
0,1800,251.509,90.0277,0,0,0.234374,71.8329,0.234374,-108.167
0,1860,251.707,90.0236,0,0,0.234196,71.8291,0.234196,-108.171
0,1920,251.711,90.0249,0,0,0.234187,71.8299,0.234187,-108.17
0,1980,251.71,90.0246,0,0,0.234188,71.8297,0.234188,-108.17
0,2040,251.701,90.0247,0,0,0.234196,71.8298,0.234196,-108.17
0,2100,251.712,90.0245,0,0,0.234186,71.8297,0.234186,-108.17
0,2160,251.699,90.0203,0,0,0.234197,71.8257,0.234197,-108.174
0,2220,251.702,90.0231,0,0,0.234196,71.8281,0.234196,-108.172
0,2280,251.715,90.0226,0,0,0.234183,71.8278,0.234183,-108.172
0,2340,251.715,90.0226,0,0,0.234183,71.8277,0.234183,-108.172
0,2400,251.771,90.0244,0,0,0.234133,71.8295,0.234133,-108.171
0,2460,251.76,90.0248,0,0,0.234141,71.8298,0.234141,-108.17
0,2520,251.75,90.0232,0,0,0.23415,71.8284,0.23415,-108.172
0,2580,251.775,90.0261,0,0,0.234128,71.8311,0.234128,-108.169
0,2640,251.746,90.0324,0,0,0.974252,71.8373,0.974252,-108.163
0,2700,251.671,90.0287,0,0,0.974526,71.834,0.974526,-108.166
0,2760,251.654,90.0246,0,0,0.974599,71.83,0.974599,-108.17
0,2820,251.633,90.022,0,0,0.974682,71.8272,0.974682,-108.173
0,2880,251.633,90.022,0,0,0.974687,71.8271,0.974687,-108.173
0,2940,251.584,90.021,0,0,0.974867,71.8261,0.974867,-108.174
0,3000,251.527,90.0192,0,0,0.975092,71.8244,0.975092,-108.176
0,3060,251.55,90.0157,0,0,0.97501,71.8211,0.97501,-108.179
0,3120,251.555,90.0099,0,0,0.974987,71.8154,0.974987,-108.185
0,3180,251.57,90.0098,0,0,0.974932,71.8149,0.974932,-108.185
0,3240,251.536,90.0053,0,0,0.975058,71.8106,0.975058,-108.189
0,3300,251.43,90.0058,0,0,0.975457,71.8108,0.975457,-108.189
0,3360,251.415,90.0141,0,0,0.975538,71.8187,0.975538,-108.181
0,3420,251.398,90.0124,0,0,0.975595,71.8176,0.975595,-108.182
0,3480,251.414,90.0089,0,0,0.975537,71.8142,0.975537,-108.186
0,3540,251.469,90.0031,0,0,0.975335,71.8087,0.975335,-108.191
1,0,251.444,90.0034,0,0,0.975413,71.8085,0.975413,-108.191
1,60,251.745,90.0038,0,0,0.974295,71.8093,0.974295,-108.191
1,120,251.714,89.9859,0,0,0.974362,71.792,0.974362,-108.208
1,180,251.749,89.9836,0,0,0.974241,71.7889,0.974241,-108.211
1,240,251.841,89.9698,0,0,0.973891,71.7758,0.973891,-108.224
1,300,251.7,89.9758,0,0,1.72718,71.7804,1.72718,-108.22
1,360,251.792,89.9732,0,0,0.986623,71.7785,0.986623,-108.221
1,420,251.875,89.9724,0,0,0.986298,71.7777,0.986298,-108.222
1,480,251.852,89.9631,0,0,0.986372,71.7688,0.986372,-108.231
1,540,251.835,89.9635,0,0,0.986441,71.7686,0.986441,-108.231
1,600,251.806,89.9646,0,0,0.986551,71.7697,0.986551,-108.23
1,660,251.848,89.9648,0,0,0.9864,71.77,0.9864,-108.23
1,720,251.841,89.9719,0,0,0.986418,71.7766,0.986418,-108.223
1,780,251.754,89.966,0,0,0.98675,71.7714,0.98675,-108.229
1,840,251.78,89.9677,0,0,0.986665,71.7728,0.986665,-108.227
1,900,251.78,89.9677,0,0,0.98666,71.7729,0.98666,-108.227
1,960,251.685,89.9792,0,0,0.987018,71.7835,0.987018,-108.216
1,1020,251.689,89.9832,0,0,0.987017,71.7881,0.987017,-108.212
1,1080,251.744,89.9696,0,0,0.98681,71.7755,0.98681,-108.224
1,1140,251.751,89.9788,0,0,0.986774,71.7834,0.986774,-108.217
1,1200,251.765,89.9815,0,0,0.986722,71.7865,0.986722,-108.214
1,1260,251.773,89.9831,0,0,0.986687,71.7881,0.986687,-108.212
1,1320,251.792,89.9959,0,0,0.98662,71.8002,0.98662,-108.2
1,1380,251.787,89.9948,0,0,0.986632,71.8,0.986632,-108.2
1,1440,251.785,90.0045,0,0,0.98664,71.8091,0.98664,-108.191
1,1500,251.83,89.9984,0,0,0.234077,71.8039,0.234077,-108.196
1,1560,251.858,90.0073,0,0,0.234052,71.812,0.234052,-108.188
1,1620,251.893,90.002,0,0,0.234018,71.8075,0.234018,-108.193
1,1680,251.923,90.008,0,0,0.233991,71.8129,0.233991,-108.187
1,1740,251.956,90.0118,0,0,0.233962,71.8168,0.233962,-108.183
1,1800,251.956,90.0118,0,0,0.233959,71.817,0.233959,-108.183
1,1860,252.029,90.0196,0,0,0.233895,71.8243,0.233895,-108.176
1,1920,252.072,90.0234,0,0,0.233854,71.8283,0.233854,-108.172
1,1980,252.072,90.0234,0,0,0.233851,71.8286,0.233851,-108.171
1,2040,252.063,90.0217,0,0,0.233859,71.8269,0.233859,-108.173
1,2100,252.045,90.0282,0,0,0.233876,71.8329,0.233876,-108.167
1,2160,252.036,90.0266,0,0,0.233884,71.8318,0.233884,-108.168
1,2220,252.066,90.0175,0,0,0.233858,71.8233,0.233858,-108.177
1,2280,252.136,90.0268,0,0,0.233794,71.8315,0.233794,-108.169
1,2340,252.223,90.0293,0,0,0.233714,71.8343,0.233714,-108.166
1,2400,252.246,90.0398,0,0,0.233692,71.8444,0.233692,-108.156
1,2460,252.212,90.0332,0,0,0.233719,71.8387,0.233719,-108.161
1,2520,252.041,90.0313,0,0,0.233874,71.8363,0.233874,-108.164
1,2580,252.089,90.0329,0,0,0.233837,71.838,0.233837,-108.162
1,2640,252.075,90.0301,0,0,0.233847,71.8354,0.233847,-108.165
1,2700,252.077,90.0305,0,0,0.233847,71.8356,0.233847,-108.164
1,2760,252.038,90.0302,0,0,0.233882,71.8353,0.233882,-108.165
1,2820,252.007,90.0241,0,0,0.23391,71.8295,0.23391,-108.17
1,2880,251.969,90.0263,0,0,0.233945,71.8312,0.233945,-108.169
1,2940,251.998,90.0201,0,0,0.23392,71.8256,0.23392,-108.174
1,3000,251.945,90.0095,0,0,0.233966,71.8151,0.233966,-108.185
1,3060,251.957,90.0144,0,0,0.233959,71.8192,0.233959,-108.181
1,3120,251.954,90.0137,0,0,0.233961,71.8189,0.233961,-108.181
1,3180,251.961,90.0151,0,0,0.233955,71.8201,0.233955,-108.18
1,3240,251.945,90.012,0,0,0.233968,71.8174,0.233968,-108.183
1,3300,251.949,90.0076,0,0,0.233965,71.813,0.233965,-108.187
1,3360,251.946,90.0076,0,0,0.233968,71.8127,0.233968,-108.187
1,3420,251.917,90.016,0,0,0.233994,71.8206,0.233994,-108.179
1,3480,251.954,90.0128,0,0,0.233961,71.8181,0.233961,-108.182
1,3540,251.965,90.0162,0,0,0.233951,71.8212,0.233951,-108.179
2,0,251.96,90.0111,0,0,0.233955,71.8165,0.233955,-108.184
2,60,251.828,89.9991,0,0,0.739834,71.8048,0.739834,-108.195
2,120,251.901,89.9951,0,0,0.739645,71.8006,0.739645,-108.199
2,180,251.93,90.0006,0,0,0.73956,71.8054,0.73956,-108.195
2,240,251.955,90.0067,0,0,0.739486,71.8115,0.739486,-108.188
2,300,251.955,90.0068,0,0,0.73948,71.8119,0.73948,-108.188
2,360,251.873,90.0085,0,0,0.739713,71.8135,0.739713,-108.187
2,420,251.873,90.0085,0,0,0.739721,71.8136,0.739721,-108.186
2,480,251.873,90.0085,0,0,0.739721,71.8136,0.739721,-108.186
2,540,251.788,90.0106,0,0,0.739963,71.8155,0.739963,-108.185
2,600,251.798,89.9981,0,0,0.739941,71.8041,0.739941,-108.196
2,660,251.656,89.9909,0,0,1.48068,71.7964,1.48068,-108.204
2,720,251.653,89.99,0,0,1.48074,71.7951,1.48074,-108.205
2,780,251.61,89.9948,0,0,1.48098,71.7996,1.48098,-108.2
2,840,251.632,89.9957,0,0,1.48087,71.8008,1.48087,-108.199
2,900,251.656,90.0004,0,0,1.48073,71.8053,1.48073,-108.195
2,960,251.656,90.0004,0,0,1.48072,71.8055,1.48072,-108.194
2,1020,251.638,89.9968,0,0,1.48082,71.8021,1.48082,-108.198
2,1080,251.632,90.0025,0,0,1.48086,71.8073,1.48086,-108.193
2,1140,251.683,89.9986,0,0,0.974497,71.804,0.974497,-108.196
2,1200,251.777,89.9967,0,0,0.97414,71.802,0.97414,-108.198
2,1260,251.759,90.0015,0,0,0.974192,71.8064,0.974192,-108.194
2,1320,251.777,90.0066,0,0,0.974136,71.8114,0.974136,-108.189
2,1380,251.683,90.0093,0,0,1.7273,71.8143,1.7273,-108.186
2,1440,251.7,90.0037,0,0,1.72721,71.8091,1.72721,-108.191
2,1500,251.688,89.9944,0,0,1.72727,71.8001,1.72727,-108.2
2,1560,251.67,89.9831,0,0,1.7274,71.7888,1.7274,-108.211
2,1620,251.723,89.9711,0,0,1.72706,71.777,1.72706,-108.223
2,1680,251.726,89.9798,0,0,1.72703,71.7844,1.72703,-108.216
2,1740,251.654,89.9678,0,0,1.7275,71.7735,1.7275,-108.227
2,1800,251.67,89.9743,0,0,1.72742,71.779,1.72742,-108.221
2,1860,251.759,89.9729,0,0,1.72682,71.7781,1.72682,-108.222
2,1920,251.763,89.9804,0,0,1.72677,71.785,1.72677,-108.215
2,1980,251.858,89.9745,0,0,0.986362,71.78,0.986362,-108.22
2,2040,251.896,89.9869,0,0,0.986218,71.7912,0.986218,-108.209
2,2100,251.896,89.9869,0,0,0.986205,71.792,0.986205,-108.208
2,2160,251.954,89.9844,0,0,0.98598,71.7897,0.98598,-108.21
2,2220,251.979,89.9876,0,0,0.985885,71.7927,0.985885,-108.207
2,2280,252.019,89.9868,0,0,0.985728,71.792,0.985728,-108.208
2,2340,252.019,89.9868,0,0,0.985723,71.7919,0.985723,-108.208
2,2400,251.915,89.9927,0,0,0.986118,71.7973,0.986118,-108.203
2,2460,251.971,89.9921,0,0,0.985917,71.7973,0.985917,-108.203
2,2520,251.893,89.9892,0,0,0.986202,71.7945,0.986202,-108.206
2,2580,251.986,89.9866,0,0,0.233933,71.7919,0.233933,-108.208
2,2640,251.997,89.9749,0,0,0.233921,71.7807,0.233921,-108.219
2,2700,251.99,89.9791,0,0,0.233927,71.784,0.233927,-108.216
2,2760,251.983,89.9941,0,0,0.233934,71.7984,0.233934,-108.202
2,2820,251.951,89.99,0,0,0.233963,71.7954,0.233963,-108.205
2,2880,251.966,89.9832,0,0,0.233949,71.7888,0.233949,-108.211
2,2940,252.031,89.9923,0,0,0.233892,71.797,0.233892,-108.203
2,3000,252.023,89.9833,0,0,0.233896,71.7889,0.233896,-108.211
2,3060,252.012,89.995,0,0,0.233906,71.7995,0.233906,-108.201
2,3120,252.004,89.9837,0,0,0.233914,71.7895,0.233914,-108.21
2,3180,252,89.983,0,0,0.233918,71.7882,0.233918,-108.212
2,3240,251.999,89.9829,0,0,0.233919,71.7881,0.233919,-108.212
2,3300,252.01,89.9896,0,0,0.23391,71.7942,0.23391,-108.206
2,3360,252.042,89.9959,0,0,0.233881,71.8006,0.233881,-108.199
2,3420,252.006,89.9964,0,0,0.233911,71.8014,0.233911,-108.199
2,3480,252.02,89.999,0,0,0.233901,71.8039,0.233901,-108.196
2,3540,251.998,89.9947,0,0,0.233918,71.8,0.233918,-108.2
3,0,252.047,89.9935,0,0,0.233876,71.7987,0.233876,-108.201
3,60,251.991,89.9972,0,0,0.233925,71.802,0.233925,-108.198
3,120,252.092,89.9928,0,0,0.233835,71.7983,0.233835,-108.202
3,180,252.045,89.9911,0,0,0.233875,71.7963,0.233875,-108.204
3,240,251.987,89.9965,0,0,0.233929,71.8013,0.233929,-108.199
3,300,251.947,89.9973,0,0,0.233966,71.8023,0.233966,-108.198
3,360,251.937,90.0092,0,0,0.233976,71.8136,0.233976,-108.186
3,420,251.941,90.0094,0,0,0.233973,71.8145,0.233973,-108.186
3,480,251.87,90.0061,0,0,0.234036,71.8113,0.234036,-108.189
3,540,251.799,90.0177,0,0,0.234103,71.8221,0.234103,-108.178
3,600,251.784,90.0222,0,0,0.234118,71.827,0.234118,-108.173
3,660,251.811,90.0276,0,0,0.234096,71.8325,0.234096,-108.168
3,720,251.786,90.0318,0,0,0.234117,71.8366,0.234117,-108.163
3,780,251.786,90.0318,0,0,0.234117,71.8369,0.234117,-108.163
3,840,251.811,90.0463,0,0,0.234096,71.8505,0.234096,-108.149
3,900,251.865,90.0423,0,0,0.234045,71.8477,0.234045,-108.152
3,960,251.845,90.0375,0,0,0.484841,71.843,0.484841,-108.157
3,1020,251.818,90.0387,0,0,0.990689,71.8438,0.990689,-108.156
3,1080,251.866,90.023,0,0,0.990501,71.8292,0.990501,-108.171
3,1140,251.908,90.0226,0,0,0.990341,71.8278,0.990341,-108.172
3,1200,251.88,90.0234,0,0,1.22029,71.8284,1.22029,-108.172
3,1260,251.792,90.0284,0,0,1.22071,71.8331,1.22071,-108.167
3,1320,251.713,90.0263,0,0,1.2211,71.8314,1.2211,-108.169
3,1380,251.765,90.0253,0,0,1.22086,71.8306,1.22086,-108.169
3,1440,251.776,90.0274,0,0,1.22081,71.8324,1.22081,-108.168
3,1500,251.669,90.0111,0,0,1.2213,71.8172,1.2213,-108.183
3,1560,251.704,90.0074,0,0,1.22115,71.8128,1.22115,-108.187
3,1620,250.11,90.0522,0,0,13.6907,71.8572,13.6907,-108.143
3,1680,250.068,90.0527,0,0,13.693,71.8577,13.693,-108.142
3,1740,250.029,90.0535,0,0,13.6951,71.8585,13.6951,-108.142
3,1800,250.072,90.0526,0,0,13.693,71.8578,13.693,-108.142
3,1860,250.056,90.0471,0,0,13.6937,71.8526,13.6937,-108.147
3,1920,249.954,90.0484,0,0,14.4572,71.8535,14.4572,-108.147
3,1980,249.901,90.0465,0,0,14.4603,71.8517,14.4603,-108.148
3,2040,249.887,90.0474,0,0,14.6298,71.8525,14.6298,-108.147
3,2100,249.972,90.045,0,0,13.947,71.8503,13.947,-108.15
3,2160,249.894,90.042,0,0,14.3722,71.8472,14.3722,-108.153
3,2220,249.892,90.0418,0,0,14.3725,71.8469,14.3725,-108.153
3,2280,249.868,90.0302,0,0,14.3738,71.8358,14.3738,-108.164
3,2340,249.903,90.0179,0,0,14.372,71.8237,14.372,-108.176
3,2400,249.899,90.0221,0,0,14.3721,71.8269,14.3721,-108.173
3,2460,249.907,90.0136,0,0,14.3717,71.8192,14.3717,-108.181
3,2520,249.929,90.017,0,0,13.9493,71.8219,13.9493,-108.178
3,2580,249.985,90.0241,0,0,14.4642,71.829,14.4642,-108.171
3,2640,249.986,90.0144,0,0,15.0408,71.8202,15.0408,-108.18
3,2700,250.022,90.0182,0,0,15.0388,71.8231,15.0388,-108.177
3,2760,250.012,90.0143,0,0,15.0393,71.8197,15.0393,-108.18
3,2820,251.66,89.972,0,0,2.55568,71.7773,2.55568,-108.223
3,2880,251.654,89.9663,0,0,2.55571,71.7718,2.55571,-108.228
3,2940,251.653,89.966,0,0,2.55574,71.7711,2.55574,-108.229
3,3000,251.693,89.9656,0,0,2.55534,71.7708,2.55534,-108.229
3,3060,251.696,89.9622,0,0,2.55529,71.7676,2.55529,-108.232
3,3120,251.789,89.9606,0,0,1.80186,71.7659,1.80186,-108.234
3,3180,251.867,89.9649,0,0,1.8013,71.7698,1.8013,-108.23
3,3240,251.872,89.9593,0,0,1.80125,71.7648,1.80125,-108.235
3,3300,251.82,89.9556,0,0,1.80161,71.7608,1.80161,-108.239
3,3360,251.833,89.9747,0,0,1.88514,71.7788,1.88514,-108.221
3,3420,251.777,89.9759,0,0,2.05276,71.7809,2.05276,-108.219
3,3480,251.803,89.981,0,0,2.05258,71.7858,2.05258,-108.214
3,3540,251.876,89.9776,0,0,1.96841,71.783,1.96841,-108.217
4,0,251.925,89.9766,0,0,1.96802,71.7818,1.96802,-108.218
4,60,252.049,89.9938,0,0,0.973099,71.7979,0.973099,-108.202
4,120,252.044,90.0019,0,0,0.973095,71.8066,0.973095,-108.193
4,180,252.022,90.0056,0,0,0.973175,71.8105,0.973175,-108.189
4,240,252.036,89.99,0,0,0.97313,71.796,0.97313,-108.204
4,300,252.021,89.987,0,0,0.973181,71.7923,0.973181,-108.208
4,360,251.995,89.9948,0,0,0.233921,71.7992,0.233921,-108.201
4,420,252.01,89.9975,0,0,0.23391,71.8024,0.23391,-108.198
4,480,251.962,90.005,0,0,0.233953,71.8096,0.233953,-108.19
4,540,251.967,90.0003,0,0,0.233949,71.8057,0.233949,-108.194
4,600,251.967,90.0002,0,0,0.233949,71.8054,0.233949,-108.195
4,660,251.969,89.9973,0,0,0.233947,71.8026,0.233947,-108.197
4,720,251.979,90.0021,0,0,0.233938,71.807,0.233938,-108.193
4,780,251.999,90.0113,0,0,0.233921,71.8159,0.233921,-108.184
4,840,251.905,90.0134,0,0,0.234003,71.8183,0.234003,-108.182
4,900,251.882,90.0088,0,0,0.234026,71.8142,0.234026,-108.186
4,960,251.823,90.0052,0,0,0.23408,71.8105,0.23408,-108.189
4,1020,251.845,90.0069,0,0,0.234062,71.812,0.234062,-108.188
4,1080,251.793,90.0033,0,0,0.234108,71.8086,0.234108,-108.191
4,1140,251.792,90.0033,0,0,0.234111,71.8084,0.234111,-108.192
4,1200,251.726,89.9988,0,0,0.23417,71.8042,0.23417,-108.196
4,1260,251.72,90.0011,0,0,0.234178,71.8061,0.234178,-108.194
4,1320,251.743,90.0055,0,0,0.234159,71.8104,0.234159,-108.19
4,1380,251.762,90.0024,0,0,0.234139,71.8078,0.234139,-108.192
4,1440,251.797,90.0074,0,0,0.234108,71.8123,0.234108,-108.188
4,1500,251.82,90.0206,0,0,0.234088,71.825,0.234088,-108.175
4,1560,251.864,90.029,0,0,0.234046,71.8337,0.234046,-108.166
4,1620,251.881,90.0323,0,0,0.234029,71.8372,0.234029,-108.163
4,1680,251.959,90.0307,0,0,0.233958,71.836,0.233958,-108.164
4,1740,251.922,90.034,0,0,0.23399,71.8388,0.23399,-108.161
4,1800,251.844,90.0294,0,0,0.23406,71.8347,0.23406,-108.165
4,1860,251.864,90.0387,0,0,0.234046,71.8433,0.234046,-108.157
4,1920,251.874,90.027,0,0,0.234035,71.8329,0.234035,-108.167
4,1980,251.784,90.0249,0,0,0.986634,71.8302,0.986634,-108.17
4,2040,251.827,90.0235,0,0,0.986482,71.8288,0.986482,-108.171
4,2100,251.764,90.0192,0,0,0.986709,71.8245,0.986709,-108.176
4,2160,251.714,90.0205,0,0,0.986911,71.8255,0.986911,-108.175
4,2220,251.721,90.0218,0,0,0.986893,71.8269,0.986893,-108.173
4,2280,251.824,90.0288,0,0,0.986505,71.8336,0.986505,-108.166
4,2340,251.804,90.0168,0,0,0.986558,71.8226,0.986558,-108.177
4,2400,251.821,90.013,0,0,0.986503,71.8184,0.986503,-108.182
4,2460,251.821,90.013,0,0,0.986499,71.8182,0.986499,-108.182
4,2520,251.746,90.0105,0,0,0.98678,71.8157,0.98678,-108.184
4,2580,251.77,90.0069,0,0,0.9867,71.8123,0.9867,-108.188
4,2640,251.736,90.0002,0,0,0.986823,71.8057,0.986823,-108.194
4,2700,251.754,89.9999,0,0,0.986765,71.8051,0.986765,-108.195
4,2760,251.754,89.9999,0,0,0.986761,71.805,0.986761,-108.195
4,2820,251.717,89.9988,0,0,0.986903,71.804,0.986903,-108.196
4,2880,251.745,89.9958,0,0,0.986797,71.8011,0.986797,-108.199
4,2940,251.817,89.9836,0,0,0.98652,71.7895,0.98652,-108.21
4,3000,251.803,89.9889,0,0,1.7265,71.7938,1.7265,-108.206
4,3060,251.777,89.9835,0,0,1.72667,71.789,1.72667,-108.211
4,3120,251.859,89.9861,0,0,1.72613,71.7912,1.72613,-108.209
4,3180,251.908,89.9886,0,0,0.973626,71.7934,0.973626,-108.207
4,3240,251.918,89.9915,0,0,0.973585,71.7964,0.973585,-108.204
4,3300,251.916,89.9971,0,0,1.4792,71.8019,1.4792,-108.198
4,3360,251.916,89.9965,0,0,1.47919,71.8016,1.47919,-108.198
4,3420,251.93,89.9901,0,0,1.47911,71.7956,1.47911,-108.204
4,3480,251.948,89.9886,0,0,1.47901,71.7939,1.47901,-108.206
4,3540,251.953,89.9824,0,0,1.47897,71.7879,1.47897,-108.212
5,0,251.906,89.9691,0,0,1.47923,71.775,1.47923,-108.225
5,60,251.922,89.964,0,0,1.47915,71.7695,1.47915,-108.231
5,120,251.973,89.9689,0,0,1.47886,71.7737,1.47886,-108.226
5,180,251.976,89.9694,0,0,1.47884,71.7745,1.47884,-108.226
5,240,251.983,89.9612,0,0,1.47879,71.7668,1.47879,-108.233
5,300,251.953,89.9518,0,0,1.47897,71.7575,1.47897,-108.242
5,360,251.951,89.9549,0,0,1.47899,71.7598,1.47899,-108.24
5,420,251.894,89.9583,0,0,1.47931,71.7631,1.47931,-108.237
5,480,251.874,89.959,0,0,1.47943,71.764,1.47943,-108.236
5,540,251.814,89.9578,0,0,1.47977,71.763,1.47977,-108.237
5,600,251.822,89.9633,0,0,1.47975,71.7681,1.47975,-108.232
5,660,251.717,89.9674,0,0,2.05741,71.7723,2.05741,-108.228
5,720,251.763,89.9662,0,0,1.69333,71.7714,1.69333,-108.229
5,780,251.837,89.9733,0,0,1.18708,71.7779,1.18708,-108.222
5,840,251.833,89.9772,0,0,1.18708,71.7821,1.18708,-108.218
5,900,251.931,89.978,0,0,1.18664,71.7832,1.18664,-108.217
5,960,251.902,89.9769,0,0,1.18675,71.7821,1.18675,-108.218
5,1020,251.909,89.9728,0,0,1.18673,71.7782,1.18673,-108.222
5,1080,251.877,89.9734,0,0,1.18687,71.7785,1.18687,-108.222
5,1140,251.833,89.9814,0,0,1.35427,71.7861,1.35427,-108.214
5,1200,251.773,89.9829,0,0,1.35459,71.7879,1.35459,-108.212
5,1260,251.728,89.9918,0,0,1.18757,71.7964,1.18757,-108.204
5,1320,251.728,89.9919,0,0,1.18758,71.797,1.18758,-108.203
5,1380,251.711,89.9947,0,0,1.73131,71.7998,1.73131,-108.2
5,1440,251.659,89.9986,0,0,2.23778,71.8035,2.23778,-108.197
5,1500,251.63,90.0053,0,0,2.23803,71.81,2.23803,-108.19
5,1560,251.603,90.0141,0,0,2.28848,71.8187,2.28848,-108.181
5,1620,250.642,90.0486,0,0,10.4741,71.8536,10.4741,-108.146
5,1680,250.588,90.0527,0,0,10.4763,71.8576,10.4763,-108.142
5,1740,250.652,90.0516,0,0,10.4738,71.8569,10.4738,-108.143
5,1800,251.66,90.027,0,0,2.22524,71.8322,2.22524,-108.168
5,1860,251.812,90.0237,0,0,2.22392,71.8292,2.22392,-108.171
5,1920,251.822,90.0272,0,0,2.17364,71.8321,2.17364,-108.168
5,1980,251.766,90.0248,0,0,2.17409,71.83,2.17409,-108.17
5,2040,252.102,90.0915,0,0,2.17123,71.8965,2.17123,-108.104
5,2100,252.095,90.1006,0,0,2.17128,71.9052,2.17128,-108.095
5,2160,252.138,90.1023,0,0,2.17092,71.9074,2.17092,-108.093
5,2220,251.754,90.0381,0,0,2.25783,71.8434,2.25783,-108.157
5,2280,251.754,90.0416,0,0,2.25785,71.8465,2.25785,-108.153
5,2340,251.683,90.0456,0,0,2.25846,71.8504,2.25846,-108.15
5,2400,251.676,90.0511,0,0,2.50532,71.8559,2.50532,-108.144
5,2460,251.592,90.0607,0,0,2.50613,71.8652,2.50613,-108.135
5,2520,251.665,90.0583,0,0,2.50544,71.8636,2.50544,-108.136
5,2580,251.453,90.07,0,0,3.87215,71.8744,3.87215,-108.126
5,2640,251.261,90.0771,0,0,3.87509,71.8816,3.87509,-108.118
5,2700,251.134,90.0726,0,0,3.87706,71.8779,3.87706,-108.122
5,2760,251.17,90.0721,0,0,3.87662,71.8773,3.87662,-108.123
5,2820,251.392,90.069,0,0,2.50821,71.8744,2.50821,-108.126
5,2880,251.435,90.0689,0,0,2.50773,71.8741,2.50773,-108.126
5,2940,251.46,90.0739,0,0,2.50748,71.8788,2.50748,-108.121
5,3000,251.426,90.0628,0,0,2.50778,71.8685,2.50778,-108.132
5,3060,251.377,90.0608,0,0,2.50827,71.866,2.50827,-108.134
5,3120,251.372,90.0608,0,0,2.50833,71.866,2.50833,-108.134
5,3180,251.381,90.0508,0,0,2.50825,71.8566,2.50825,-108.143
5,3240,251.298,90.0441,0,0,2.76035,71.8496,2.76035,-108.15
5,3300,251.209,89.9556,0,0,4.12741,71.761,4.12741,-108.239
5,3360,251.213,89.952,0,0,3.87593,71.7573,3.87593,-108.243
5,3420,251.341,89.9548,0,0,3.62275,71.7599,3.62275,-108.24
5,3480,250.32,90.0754,0,0,11.8248,71.8801,11.8248,-108.12
5,3540,250.617,90.0642,0,0,10.442,71.8702,10.442,-108.13
6,0,250.704,90.0512,0,0,9.6823,71.857,9.6823,-108.143
6,60,251.91,90.0745,0,0,1.50013,71.8796,1.50013,-108.12
6,120,251.873,90.0712,0,0,1.50033,71.8765,1.50033,-108.124
6,180,251.921,90.0655,0,0,1.56273,71.871,1.56273,-108.129
6,240,251.564,90.0041,0,0,2.30557,71.8094,2.30557,-108.191
6,300,251.689,89.9915,0,0,2.30447,71.7977,2.30447,-108.202
6,360,251.67,89.9914,0,0,2.3046,71.7965,2.3046,-108.203
6,420,251.66,89.9911,0,0,2.472,71.7963,2.472,-108.204
6,480,251.638,89.9943,0,0,2.47223,71.7992,2.47223,-108.201
6,540,251.642,89.9977,0,0,2.09571,71.8026,2.09571,-108.197
6,600,251.626,89.9862,0,0,2.09583,71.792,2.09583,-108.208
6,660,251.656,89.974,0,0,2.72302,71.78,2.72302,-108.22
