6,1
8,2
11,1
12,1
13,1
14,2
21,2
24,3
25,1
28,2
29,2
32,3
33,2
36,1
38,2
39,3
41,3
44,3
45,3
46,1
48,1
49,1
51,2
53,3
56,1
59,2
61,3
63,3
65,1
66,1
70,1
71,3
73,3
74,1
75,2
78,2
79,2
81,2
84,3
85,2
90,2
92,3
93,3
94,2
97,2
98,1
99,3
101,1
102,1
105,2
107,1
108,1
109,2
110,1
111,1
